# PAGES2kv2_NAm-cana169LMR433 - from PAGES Phase 2 v1.9.0
#-----------------------------------------------------------------------
#		World Data Center for Paleoclimatology, Boulder
#				and
#		NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data.
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed.
#
#
# Online_Resource:
#
# Original_Source_URL:
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Tree Rings
#--------------------
# Contribution_Date
#	Date: 2016-05-04
#--------------------
# Title
#	Study_Name: PAGES2kv2_NAm-cana169LMR433 - from PAGES Phase 2 v1.9.0
#--------------------
# Investigators
#	Investigators: Schweingruber, F.H.
#--------------------
# Description_and_Notes
#	Description: Data from PAGES second data collation effort.
#--------------------
# Publication
#	Authors: Schweingruber, F.H.
#	Published_Date_or_Year: 
#	Published_Title: 
#	Journal_Name: 
#	Volume: 
#	Edition:
#	Issue:
#	Pages: 
#	DOI: 
#	Online_Resource:
#	Full_Citation:
#	Abstract:
#--------------------
# Funding_Agency
#	
#	Grant:
#--------------------
# Site_Information
#	Site_Name: Bonif  historisc 
#	Location: 
#	Country: 
#	Northernmost_Latitude: 55.3
#	Southernmost_Latitude: 55.3
#	Easternmost_Longitude: -77.8
#	Westernmost_Longitude: -77.8
#	Elevation: 
#--------------------
# Data_Collection
#	Collection_Name: PAGES2kv2_NAm-cana169LMR433
#	Earliest_Year: 1352
#	Most_Recent_Year: 1989
#	Time_Unit: y_ad
#	Core_Length:
#	Notes: {"database":{"database1":"LMR","database2":"PAGES2"}}{"climateInterpretation":{"basis":"", "climateVariable":"T", "climateVariableDetail":"air", "interpDirection":"positive", "seasonality":"[6, 7, 8]"}}
#--------------------
# Species
#	Species_Name: 
#	Species_Code: 
#--------------------
# Chronology:
#
#
#
#--------------------
# Variables
#
# Data variables follow that are preceded by ## in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data)
#
##age	age, , ,years AD, , , , ,N
##MXD	maximum latewood density, , , , "[6, 7, 8]", Tree Rings, , ,N
#
#--------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: nan
#
age	MXD
1352	0.98
1353	0.988
1354	0.956
1355	0.845
1356	1.053
1357	1.129
1358	1.079
1359	1.122
1360	1.077
1361	1.038
1362	0.966
1363	0.922
1364	0.894
1365	1.039
1366	0.955
1367	0.966
1368	0.955
1369	0.954
1370	0.895
1371	0.857
1372	0.878
1373	0.881
1374	0.979
1375	0.944
1376	1.029
1377	1.081
1378	1.023
1379	0.902
1380	0.975
1381	0.999
1382	0.931
1383	1.068
1384	0.966
1385	0.939
1386	0.875
1387	1.026
1388	0.919
1389	1.064
1390	0.955
1391	0.929
1392	0.955
1393	1.045
1394	0.968
1395	0.989
1396	1.034
1397	1.012
1398	0.99
1399	0.87
1400	1.146
1401	1.076
1402	0.957
1403	0.998
1404	0.979
1405	1.096
1406	1.025
1407	0.971
1408	1.095
1409	1.06
1410	0.838
1411	1.004
1412	0.974
1413	0.932
1414	0.959
1415	0.991
1416	1.029
1417	0.875
1418	0.945
1419	0.934
1420	0.99
1421	1.035
1422	0.906
1423	1.044
1424	0.936
1425	1.039
1426	0.938
1427	1.084
1428	1.027
1429	1.099
1430	1.061
1431	1.089
1432	1.077
1433	1.031
1434	1.089
1435	1.033
1436	1.125
1437	1.032
1438	0.944
1439	1.111
1440	0.983
1441	1.019
1442	1.051
1443	1.107
1444	0.938
1445	1.053
1446	0.989
1447	1.034
1448	1.04
1449	1.032
1450	0.93
1451	0.945
1452	1.04
1453	0.814
1454	0.999
1455	0.944
1456	1.08
1457	0.929
1458	0.981
1459	1.016
1460	0.937
1461	0.993
1462	0.956
1463	1.077
1464	1.157
1465	0.98
1466	0.868
1467	1.002
1468	0.964
1469	0.977
1470	1.041
1471	1.047
1472	1.153
1473	1.006
1474	1.088
1475	1.083
1476	1.145
1477	0.814
1478	1.133
1479	1.091
1480	0.859
1481	1.015
1482	0.929
1483	0.964
1484	0.957
1485	1.001
1486	0.887
1487	1.01
1488	1.019
1489	0.929
1490	1.025
1491	1.051
1492	0.779
1493	0.975
1494	1.028
1495	1.002
1496	0.93
1497	1.105
1498	0.966
1499	1.183
1500	0.979
1501	1.033
1502	1.048
1503	0.98
1504	1.109
1505	1.053
1506	1.025
1507	1.011
1508	0.844
1509	0.953
1510	1.068
1511	0.956
1512	1.082
1513	1.057
1514	1.002
1515	1.042
1516	0.931
1517	0.915
1518	0.914
1519	1.078
1520	0.985
1521	1.077
1522	1.04
1523	1.07
1524	1.026
1525	1.115
1526	0.898
1527	1.14
1528	0.955
1529	1.107
1530	0.983
1531	0.881
1532	0.889
1533	0.955
1534	0.949
1535	0.921
1536	1.052
1537	1.083
1538	0.869
1539	0.956
1540	0.943
1541	0.949
1542	0.954
1543	0.997
1544	0.984
1545	1.039
1546	1.085
1547	1.029
1548	1.049
1549	0.827
1550	1.068
1551	1.063
1552	1.052
1553	0.931
1554	0.834
1555	1.034
1556	0.93
1557	1.02
1558	0.987
1559	1.072
1560	1.064
1561	1.084
1562	1.104
1563	0.94
1564	1.018
1565	1.095
1566	0.976
1567	1.005
1568	1.038
1569	0.864
1570	1.217
1571	0.976
1572	0.863
1573	0.871
1574	1.009
1575	1.116
1576	0.927
1577	0.921
1578	0.986
1579	0.987
1580	0.974
1581	1.099
1582	0.97
1583	1.016
1584	1.056
1585	0.934
1586	0.994
1587	0.983
1588	0.998
1589	1.14
1590	0.777
1591	1.118
1592	1.05
1593	0.661
1594	1.044
1595	0.917
1596	1.013
1597	1.0
1598	1.111
1599	1.042
1600	1.136
1601	0.945
1602	1.121
1603	0.91
1604	1.101
1605	0.89
