# PAGES2kv2_Ocean2kHR-PacificNurhati2011LMR660 - from PAGES Phase 2 v1.9.0
#-----------------------------------------------------------------------
#		World Data Center for Paleoclimatology, Boulder
#				and
#		NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data.
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed.
#
#
# Online_Resource:
#
# Original_Source_URL:
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Corals and Sclerosponges
#--------------------
# Contribution_Date
#	Date: 2016-05-04
#--------------------
# Title
#	Study_Name: PAGES2kv2_Ocean2kHR-PacificNurhati2011LMR660 - from PAGES Phase 2 v1.9.0
#--------------------
# Investigators
#	Investigators: Nurhati, Intan S.,Cobb, Kim M.,Di Lorenzo, Emanuele
#--------------------
# Description_and_Notes
#	Description: Data from PAGES second data collation effort.
#--------------------
# Publication
#	Authors: Nurhati, Intan S.,Cobb, Kim M.,Di Lorenzo, Emanuele
#	Published_Date_or_Year: 
#	Published_Title: Decadal-Scale SST and Salinity Variations in the Central Tropical Pacific: Signatures of Natural and Anthropogenic Climate Change
#	Journal_Name: 
#	Volume: 
#	Edition:
#	Issue:
#	Pages: 
#	DOI: 10.1175/2011JCLI3852.1
#	Online_Resource:
#	Full_Citation:
#	Abstract:
#--------------------
# Funding_Agency
#	
#	Grant:
#--------------------
# Site_Information
#	Site_Name: Palmyra
#	Location: 
#	Country: 
#	Northernmost_Latitude: 5.87
#	Southernmost_Latitude: 5.87
#	Easternmost_Longitude: -162.13
#	Westernmost_Longitude: -162.13
#	Elevation: 
#--------------------
# Data_Collection
#	Collection_Name: PAGES2kv2_Ocean2kHR-PacificNurhati2011LMR660
#	Earliest_Year: 1886.13
#	Most_Recent_Year: 1998.21
#	Time_Unit: y_ad
#	Core_Length:
#	Notes: {"duplicate":"11cpac01a.txt"} {"database":"PAGES2"}{"climateInterpretation":{"basis":"", "climateVariable":"T", "climateVariableDetail":"sea_surface", "interpDirection":"negative", "seasonality":""}}
#--------------------
# Species
#	Species_Name: 
#	Species_Code: 
#--------------------
# Chronology:
#
#
#
#--------------------
# Variables
#
# Data variables follow that are preceded by ## in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data)
#
##age	age, , ,years AD, , , , ,N
##Sr/Ca	strontium calcium ratio, , , mmol/mol, , Corals and Sclerosponges, , ,N
#
#--------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: nan
#
age	Sr/Ca
1998.29	8.96
1998.21	8.9
1998.13	8.91
1998.04	8.94
1997.96	8.92
1997.88	8.89
1997.79	8.87
1997.71	8.81
1997.63	8.83
1997.54	8.84
1997.46	8.89
1997.38	8.92
1997.29	8.93
1997.21	8.91
1997.13	8.97
1997.04	8.98
1996.96	9.01
1996.88	8.97
1996.79	8.92
1996.71	8.92
1996.63	8.9
1996.54	8.92
1996.46	8.89
1996.38	8.9
1996.29	8.96
1996.21	8.94
1996.13	8.99
1996.04	9.04
1995.96	8.98
1995.88	9.05
1995.79	9.0
1995.71	8.95
1995.63	8.88
1995.54	8.87
1995.46	8.91
1995.38	8.95
1995.29	8.93
1995.21	8.94
1995.13	8.94
1995.04	8.89
1994.96	8.83
1994.88	8.82
1994.79	8.82
1994.71	8.88
1994.63	8.86
1994.54	8.87
1994.46	8.9
1994.38	8.91
1994.29	8.93
1994.21	8.91
1994.13	8.87
1994.04	8.87
1993.96	8.92
1993.88	8.97
1993.79	8.9
1993.71	8.9
1993.63	8.9
1993.54	8.94
1993.46	8.93
1993.38	8.95
1993.29	8.99
1993.21	8.99
1993.13	8.93
1993.04	8.9
1992.96	8.91
1992.88	8.9
1992.79	8.9
1992.71	8.89
1992.63	8.93
1992.54	8.9
1992.46	8.95
1992.38	8.93
1992.29	8.98
1992.21	8.93
1992.13	8.93
1992.04	8.94
1991.96	8.94
1991.88	8.93
1991.79	8.87
1991.71	8.85
1991.63	8.86
1991.54	8.84
1991.46	8.89
1991.38	8.95
1991.29	8.95
1991.21	8.92
1991.13	8.9
1991.04	8.95
1990.96	8.91
1990.88	8.87
1990.79	8.83
1990.71	8.91
1990.63	8.97
1990.54	8.95
1990.46	8.96
1990.38	8.98
1990.29	9.0
1990.21	8.98
1990.13	8.96
1990.04	8.99
1989.96	8.98
1989.88	9.01
1989.79	9.01
1989.71	8.98
1989.63	8.96
1989.54	9.0
1989.46	9.02
1989.38	9.03
1989.29	9.03
1989.21	9.06
1989.13	9.03
1989.04	9.08
1988.96	9.11
1988.88	9.07
1988.79	9.07
1988.71	9.09
1988.63	9.03
1988.54	9.03
1988.46	9.03
1988.38	9.01
1988.29	9.01
1988.21	8.99
1988.13	8.99
1988.04	8.94
1987.96	8.97
1987.88	8.88
1987.79	8.85
1987.71	8.86
1987.63	8.96
1987.54	8.99
1987.46	9.01
1987.38	9.02
1987.29	9.05
1987.21	9.01
1987.13	9.04
1987.04	9.0
1986.96	9.01
1986.88	8.98
1986.79	8.89
1986.71	8.95
1986.63	8.93
1986.54	8.96
1986.46	9.01
1986.38	9.03
1986.29	9.04
1986.21	9.08
1986.13	9.06
1986.04	9.02
1985.96	8.98
1985.88	8.93
1985.79	8.94
1985.71	8.94
1985.63	8.91
1985.54	8.93
1985.46	9.0
1985.38	8.96
1985.29	9.0
1985.21	9.04
1985.13	9.04
1985.04	8.99
1984.96	9.03
1984.88	9.03
1984.79	8.96
1984.71	8.98
1984.63	9.01
1984.54	9.0
1984.46	9.04
1984.38	9.04
1984.29	9.03
1984.21	9.06
1984.13	9.1
1984.04	9.04
1983.96	9.03
1983.88	8.98
1983.79	9.05
1983.71	8.99
1983.63	9.02
1983.54	8.96
1983.46	8.9
1983.38	8.93
1983.29	8.91
1983.21	8.92
1983.13	8.96
1983.04	8.92
1982.96	8.93
1982.88	8.93
1982.79	8.92
1982.71	8.87
1982.63	8.84
1982.54	8.86
1982.46	8.86
1982.38	8.92
1982.29	9.02
1982.21	8.97
1982.13	8.96
1982.04	8.98
1981.96	8.98
1981.88	8.96
1981.79	8.94
1981.71	8.92
1981.63	8.92
1981.54	8.93
1981.46	8.98
1981.38	9.0
1981.29	8.99
1981.21	9.05
