# PAGES2kv2_NAm-cana094LMR421 - from PAGES Phase 2 v1.9.0
#-----------------------------------------------------------------------
#		World Data Center for Paleoclimatology, Boulder
#				and
#		NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data.
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed.
#
#
# Online_Resource:
#
# Original_Source_URL:
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Tree Rings
#--------------------
# Contribution_Date
#	Date: 2016-05-04
#--------------------
# Title
#	Study_Name: PAGES2kv2_NAm-cana094LMR421 - from PAGES Phase 2 v1.9.0
#--------------------
# Investigators
#	Investigators: Schweingruber, F.H.
#--------------------
# Description_and_Notes
#	Description: Data from PAGES second data collation effort.
#--------------------
# Publication
#	Authors: Schweingruber, F.H.
#	Published_Date_or_Year: 
#	Published_Title: 
#	Journal_Name: 
#	Volume: 
#	Edition:
#	Issue:
#	Pages: 
#	DOI: 
#	Online_Resource:
#	Full_Citation:
#	Abstract:
#--------------------
# Funding_Agency
#	
#	Grant:
#--------------------
# Site_Information
#	Site_Name: Bell Mountain 
#	Location: 
#	Country: 
#	Northernmost_Latitude: 53.3
#	Southernmost_Latitude: 53.3
#	Easternmost_Longitude: -120.7
#	Westernmost_Longitude: -120.7
#	Elevation: 
#--------------------
# Data_Collection
#	Collection_Name: PAGES2kv2_NAm-cana094LMR421
#	Earliest_Year: 1649
#	Most_Recent_Year: 1983
#	Time_Unit: y_ad
#	Core_Length:
#	Notes: {"database":{"database1":"LMR","database2":"PAGES2"}}{"climateInterpretation":{"basis":"", "climateVariable":"T", "climateVariableDetail":"air", "interpDirection":"positive", "seasonality":"[6, 7, 8]"}}
#--------------------
# Species
#	Species_Name: 
#	Species_Code: 
#--------------------
# Chronology:
#
#
#
#--------------------
# Variables
#
# Data variables follow that are preceded by ## in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data)
#
##age	age, , ,years AD, , , , ,N
##MXD	maximum latewood density, , , , "[6, 7, 8]", Tree Rings, , ,N
#
#--------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: nan
#
age	MXD
1649	1.071
1650	1.038
1651	0.97
1652	1.005
1653	1.006
1654	0.943
1655	1.02
1656	1.081
1657	0.907
1658	1.051
1659	0.895
1660	1.007
1661	1.027
1662	1.084
1663	1.002
1664	1.006
1665	0.889
1666	1.025
1667	0.936
1668	0.787
1669	0.901
1670	0.813
1671	1.105
1672	1.019
1673	1.086
1674	0.94
1675	1.008
1676	1.018
1677	0.965
1678	0.931
1679	1.097
1680	1.059
1681	1.054
1682	1.025
1683	1.005
1684	1.027
1685	0.874
1686	0.992
1687	1.087
1688	0.957
1689	1.021
1690	0.992
1691	1.047
1692	1.041
1693	0.978
1694	1.037
1695	1.001
1696	0.974
1697	0.887
1698	1.02
1699	0.852
1700	0.983
1701	0.946
1702	0.963
1703	1.034
1704	1.079
1705	0.984
1706	1.023
1707	0.994
1708	0.967
1709	0.967
1710	0.948
1711	1.019
1712	1.095
1713	1.011
1714	1.052
1715	0.983
1716	1.052
1717	0.876
1718	1.031
1719	1.031
1720	1.069
1721	1.0
1722	1.044
1723	1.092
1724	0.986
1725	0.967
1726	0.928
1727	0.981
1728	0.99
1729	0.735
1730	0.94
1731	0.816
1732	0.95
1733	0.998
1734	0.941
1735	1.035
1736	0.996
1737	1.022
1738	0.78
1739	0.943
1740	0.981
1741	0.993
1742	0.915
1743	1.005
1744	0.929
1745	0.891
1746	0.972
1747	1.001
1748	1.048
1749	0.917
1750	1.071
1751	0.929
1752	0.964
1753	1.075
1754	1.027
1755	1.075
1756	1.025
1757	1.064
1758	1.078
1759	1.08
1760	1.076
1761	1.007
1762	0.936
1763	1.01
1764	1.055
1765	0.999
1766	1.033
1767	0.974
1768	1.025
1769	1.04
1770	1.016
1771	1.034
1772	1.034
1773	1.095
1774	1.002
1775	1.056
1776	1.087
1777	0.997
1778	0.966
1779	1.08
1780	1.03
1781	0.895
1782	0.932
1783	0.847
1784	0.908
1785	0.906
1786	0.997
1787	0.884
1788	0.92
1789	0.986
1790	0.968
1791	0.991
1792	1.044
1793	0.99
1794	1.04
1795	0.834
1796	1.182
1797	0.962
1798	1.077
1799	1.045
1800	1.101
1801	0.884
1802	0.925
1803	1.072
1804	0.948
1805	1.128
1806	0.925
1807	1.097
1808	1.026
1809	0.98
1810	0.894
1811	0.815
1812	0.944
1813	0.793
1814	1.037
