# PAGES2kv2_Ocean2kHR-PacificVanuatuKilbourne2004LMR672 - from PAGES Phase 2 v1.9.0
#-----------------------------------------------------------------------
#		World Data Center for Paleoclimatology, Boulder
#				and
#		NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data.
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed.
#
#
# Online_Resource:
#
# Original_Source_URL:
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Corals and Sclerosponges
#--------------------
# Contribution_Date
#	Date: 2016-05-04
#--------------------
# Title
#	Study_Name: PAGES2kv2_Ocean2kHR-PacificVanuatuKilbourne2004LMR672 - from PAGES Phase 2 v1.9.0
#--------------------
# Investigators
#	Investigators: Kilbourne, K. Halimeda,Quinn, Terrence M.,Taylor, Frederick W.,Delcroix, Thierry,Gouriou, Yves
#--------------------
# Description_and_Notes
#	Description: Data from PAGES second data collation effort.
#--------------------
# Publication
#	Authors: Kilbourne, K. Halimeda,Quinn, Terrence M.,Taylor, Frederick W.,Delcroix, Thierry,Gouriou, Yves
#	Published_Date_or_Year: 
#	Published_Title:  El Niño-Southern Oscillation-related salinity variations recorded in the skeletal geochemistry of a Porites coral from Espiritu Santo, Vanuatu 
#	Journal_Name: 
#	Volume: 
#	Edition:
#	Issue:
#	Pages: 
#	DOI: 10.1029/2004PA001033
#	Online_Resource:
#	Full_Citation:
#	Abstract:
#--------------------
# Funding_Agency
#	
#	Grant:
#--------------------
# Site_Information
#	Site_Name: Malo Channel, Espiritu Santo Island, Vanuatu
#	Location: 
#	Country: 
#	Northernmost_Latitude: -15.7
#	Southernmost_Latitude: -15.7
#	Easternmost_Longitude: 167.2
#	Westernmost_Longitude: 167.2
#	Elevation: 
#--------------------
# Data_Collection
#	Collection_Name: PAGES2kv2_Ocean2kHR-PacificVanuatuKilbourne2004LMR672
#	Earliest_Year: 1928.54
#	Most_Recent_Year: 1992.46
#	Time_Unit: y_ad
#	Core_Length:
#	Notes: {"duplicate":"04vanu01a.txt"} {"database":"PAGES2"}{"climateInterpretation":{"basis":"", "climateVariable":"T", "climateVariableDetail":"sea_surface", "interpDirection":"negative", "seasonality":""}}
#--------------------
# Species
#	Species_Name: 
#	Species_Code: 
#--------------------
# Chronology:
#
#
#
#--------------------
# Variables
#
# Data variables follow that are preceded by ## in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data)
#
##age	age, , ,years AD, , , , ,N
##Sr/Ca	strontium calcium ratio, , , mmol/mol, , Corals and Sclerosponges, , ,N
#
#--------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: nan
#
age	Sr/Ca
1992.46	9.024
1992.41	8.965
1992.37	8.971
1992.31	8.921
1992.25	8.895
1992.18	8.888
1992.12	8.893
1992.04	8.894
1991.96	8.939
1991.87	8.929
1991.79	8.945
1991.71	8.967
1991.64	8.946
1991.57	8.953
1991.5	8.933
1991.43	8.886
1991.36	8.863
1991.29	8.838
1991.16	8.861
1991.04	8.795
1990.99	8.819
1990.94	8.849
1990.89	8.892
1990.84	8.894
1990.79	8.966
1990.74	8.984
1990.69	8.943
1990.64	8.934
1990.59	8.887
1990.54	8.869
1990.47	8.888
1990.41	8.866
1990.34	8.852
1990.28	8.829
1990.21	8.805
1990.13	8.84
1990.04	8.823
1989.98	8.863
1989.93	8.836
1989.87	8.823
1989.8	8.83
1989.74	8.848
1989.67	8.87
1989.61	8.869
1989.54	8.877
1989.45	8.863
1989.36	8.784
1989.27	8.765
1989.18	8.763
1989.09	8.868
1988.99	8.789
1988.9	8.767
1988.86	8.849
1988.81	8.851
1988.72	8.883
1988.63	8.891
1988.54	8.915
1988.46	8.86
1988.37	8.832
1988.29	8.813
1988.21	8.842
1988.12	8.79
1988.04	8.838
1987.95	8.877
1987.87	8.835
1987.79	8.84
1987.7	8.894
1987.62	9.005
1987.56	8.984
1987.51	8.933
1987.45	8.94
1987.39	8.905
1987.34	8.864
1987.28	8.906
1987.22	8.826
1987.16	8.816
1987.11	8.82
1987.05	8.825
1986.99	8.849
1986.94	8.846
1986.88	8.875
1986.82	8.881
1986.77	8.939
1986.71	8.949
1986.64	8.938
1986.57	8.899
1986.5	8.907
1986.43	8.88
1986.36	8.855
1986.29	8.832
1986.22	8.816
1986.15	8.805
1986.09	8.805
1986.02	8.764
1985.95	8.836
1985.88	8.836
1985.81	8.872
1985.74	8.903
1985.67	8.929
1985.6	8.919
1985.53	8.936
1985.46	8.944
1985.4	8.897
1985.34	8.882
1985.27	8.823
1985.21	8.805
1985.15	8.807
1985.09	8.812
1985.02	8.818
1984.96	8.84
1984.9	8.865
1984.84	8.874
1984.77	8.846
1984.71	8.839
1984.65	8.873
1984.59	8.917
1984.52	8.875
1984.46	8.882
1984.4	8.872
1984.34	8.851
1984.27	8.802
1984.21	8.791
1984.14	8.806
1984.06	8.843
1983.99	8.857
1983.91	8.864
1983.84	8.867
1983.77	8.882
1983.69	8.905
1983.62	8.989
1983.57	8.963
1983.52	8.915
1983.47	8.944
1983.42	8.933
1983.37	8.875
1983.32	8.872
1983.26	8.834
1983.21	8.881
1983.16	8.86
1983.11	8.901
1983.06	8.889
1983.01	8.876
1983.0	8.863
1982.96	8.931
1982.95	8.889
1982.87	8.954
1982.86	8.88
1982.79	9.029
1982.76	8.951
1982.7	9.03
1982.67	9.0
1982.62	8.993
1982.57	8.979
1982.54	9.021
1982.47	9.01
1982.46	8.946
1982.42	8.93
