# PAGES2kv2_NAm-wa083LMR509 - from PAGES Phase 2 v1.9.0
#-----------------------------------------------------------------------
#		World Data Center for Paleoclimatology, Boulder
#				and
#		NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data.
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed.
#
#
# Online_Resource:
#
# Original_Source_URL:
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Tree Rings
#--------------------
# Contribution_Date
#	Date: 2016-05-04
#--------------------
# Title
#	Study_Name: PAGES2kv2_NAm-wa083LMR509 - from PAGES Phase 2 v1.9.0
#--------------------
# Investigators
#	Investigators: Briffa, K.; Schweingruber, F.H.
#--------------------
# Description_and_Notes
#	Description: Data from PAGES second data collation effort.
#--------------------
# Publication
#	Authors: Briffa, K.; Schweingruber, F.H.
#	Published_Date_or_Year: 
#	Published_Title: 
#	Journal_Name: 
#	Volume: 
#	Edition:
#	Issue:
#	Pages: 
#	DOI: 
#	Online_Resource:
#	Full_Citation:
#	Abstract:
#--------------------
# Funding_Agency
#	
#	Grant:
#--------------------
# Site_Information
#	Site_Name: Sherman Creek Pass 
#	Location: 
#	Country: 
#	Northernmost_Latitude: 48.7
#	Southernmost_Latitude: 48.7
#	Easternmost_Longitude: -118.3
#	Westernmost_Longitude: -118.3
#	Elevation: 
#--------------------
# Data_Collection
#	Collection_Name: PAGES2kv2_NAm-wa083LMR509
#	Earliest_Year: 1605
#	Most_Recent_Year: 1983
#	Time_Unit: y_ad
#	Core_Length:
#	Notes: {"database":{"database1":"LMR","database2":"PAGES2"}}{"climateInterpretation":{"basis":"", "climateVariable":"T", "climateVariableDetail":"air", "interpDirection":"positive", "seasonality":"[6, 7, 8]"}}
#--------------------
# Species
#	Species_Name: 
#	Species_Code: 
#--------------------
# Chronology:
#
#
#
#--------------------
# Variables
#
# Data variables follow that are preceded by ## in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data)
#
##age	age, , ,years AD, , , , ,N
##MXD	maximum latewood density, , , , "[6, 7, 8]", Tree Rings, , ,N
#
#--------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: nan
#
age	MXD
1605	0.958
1606	0.946
1607	0.933
1608	0.955
1609	0.969
1610	0.971
1611	0.979
1612	0.879
1613	0.988
1614	0.874
1615	0.997
1616	0.999
1617	0.986
1618	0.994
1619	1.044
1620	0.997
1621	0.984
1622	0.841
1623	1.014
1624	1.009
1625	0.941
1626	0.97
1627	1.026
1628	1.034
1629	1.029
1630	1.03
1631	1.003
1632	0.99
1633	1.041
1634	1.07
1635	1.064
1636	1.051
1637	0.947
1638	1.032
1639	1.034
1640	0.908
1641	0.743
1642	1.045
1643	0.69
1644	0.66
1645	0.821
1646	0.825
1647	0.933
1648	0.96
1649	0.934
1650	0.932
1651	0.979
1652	0.996
1653	1.0
1654	1.012
1655	0.957
1656	1.037
1657	0.896
1658	1.084
1659	1.031
1660	1.064
1661	1.069
1662	1.072
1663	1.078
1664	1.044
1665	1.049
1666	1.05
1667	1.081
1668	0.936
1669	0.95
1670	0.999
1671	1.054
1672	0.987
1673	1.073
1674	1.018
1675	1.086
1676	0.958
1677	1.055
1678	1.068
1679	1.092
1680	1.081
1681	1.037
1682	1.082
1683	1.065
1684	1.103
1685	1.05
1686	1.046
1687	1.087
1688	1.037
1689	1.067
1690	1.024
1691	1.085
1692	1.042
1693	1.089
1694	1.077
1695	1.021
1696	0.92
1697	0.973
1698	0.965
1699	0.975
1700	0.974
1701	0.756
1702	0.907
1703	0.984
1704	1.052
1705	1.105
1706	1.056
1707	0.956
1708	1.015
1709	0.938
1710	0.81
1711	1.003
1712	1.085
1713	1.043
1714	1.031
1715	0.903
1716	1.008
1717	1.012
1718	0.978
1719	1.079
1720	1.087
1721	1.074
1722	0.977
1723	0.924
1724	1.05
1725	1.028
1726	0.877
1727	1.074
1728	1.02
1729	1.048
1730	1.07
1731	0.938
1732	0.906
1733	1.082
1734	1.115
1735	1.077
1736	1.013
1737	1.066
1738	0.92
1739	1.054
1740	0.654
1741	0.944
1742	0.914
1743	1.009
1744	0.862
1745	0.985
1746	1.002
1747	1.031
1748	1.082
1749	0.833
1750	0.859
1751	1.032
1752	0.871
1753	0.966
1754	0.862
1755	0.933
1756	1.065
1757	1.037
1758	1.084
1759	1.072
1760	0.91
1761	1.033
1762	0.925
1763	0.917
1764	1.046
1765	1.064
1766	0.993
1767	0.98
1768	0.903
1769	0.944
1770	0.968
1771	1.097
1772	0.984
1773	1.004
1774	1.072
1775	0.971
1776	1.09
1777	0.879
1778	0.968
1779	0.962
1780	0.8
1781	0.815
1782	0.938
1783	0.935
1784	0.913
1785	1.023
1786	1.018
1787	0.946
1788	0.896
1789	0.949
1790	0.916
1791	0.925
1792	1.008
1793	0.917
1794	1.064
1795	0.927
1796	1.02
1797	0.919
1798	1.044
1799	0.872
1800	0.813
1801	0.693
1802	0.967
1803	0.766
1804	0.984
1805	1.002
1806	0.902
1807	1.106
1808	1.195
1809	1.093
1810	0.985
1811	1.025
1812	1.082
1813	1.001
1814	1.073
1815	1.101
1816	1.127
1817	1.131
1818	1.041
1819	1.055
1820	0.962
1821	0.993
1822	1.03
1823	0.778
1824	1.021
1825	1.039
1826	0.971
1827	1.031
1828	1.106
1829	1.134
1830	1.097
1831	1.127
1832	1.008
1833	1.036
1834	1.079
1835	1.049
1836	1.015
1837	0.972
1838	0.999
1839	1.143
1840	0.917
1841	1.028
1842	1.02
1843	1.087
1844	1.04
1845	0.968
1846	0.988
1847	1.094
1848	1.106
1849	1.001
1850	1.057
1851	1.004
1852	1.054
1853	1.05
1854	1.064
1855	0.999
1856	1.01
1857	1.061
1858	0.987
1859	1.073
1860	0.989
1861	0.973
1862	0.914
1863	1.016
1864	1.068
1865	0.979
1866	1.039
1867	0.967
1868	1.075
1869	1.055
1870	1.066
1871	1.062
1872	1.007
1873	0.978
1874	0.96
1875	0.946
1876	0.811
1877	0.821
1878	1.041
1879	0.935
1880	0.762
1881	0.842
1882	1.029
1883	1.031
1884	0.906
1885	0.895
1886	1.09
1887	0.964
1888	1.103
1889	1.128
1890	0.868
1891	1.085
1892	1.024
1893	0.884
1894	0.746
1895	0.813
1896	0.968
1897	0.978
1898	1.007
1899	0.747
1900	0.836
1901	0.985
1902	0.988
1903	0.949
1904	1.089
1905	0.802
1906	1.089
1907	0.963
1908	1.06
1909	1.061
1910	1.102
1911	0.984
1912	0.998
1913	1.033
1914	1.082
1915	0.822
1916	0.994
1917	1.087
1918	1.049
1919	1.108
1920	1.033
1921	1.088
1922	1.114
1923	1.039
1924	1.133
1925	1.14
1926	1.153
1927	1.02
1928	1.102
1929	1.133
1930	1.025
1931	1.065
1932	1.117
1933	1.093
1934	1.179
1935	1.004
1936	1.202
1937	1.071
1938	1.163
1939	1.157
1940	1.171
1941	1.036
1942	1.028
1943	0.892
1944	0.94
1945	1.045
1946	1.042
1947	1.087
1948	0.987
1949	1.111
1950	1.106
1951	1.091
1952	1.12
1953	0.983
1954	0.911
1955	0.998
1956	1.063
1957	1.028
1958	1.133
1959	1.002
1960	1.028
1961	1.111
1962	0.992
1963	1.061
1964	0.91
1965	0.994
1966	1.081
1967	1.112
1968	0.935
1969	1.107
1970	1.057
1971	0.934
1972	0.964
1973	1.087
1974	0.996
1975	0.915
1976	0.881
1977	0.974
1978	0.931
1979	1.025
1980	0.956
1981	0.951
1982	0.95
1983	0.876
