# PAGES2kv2_NAm-cana113LMR427 - from PAGES Phase 2 v1.9.0
#-----------------------------------------------------------------------
#		World Data Center for Paleoclimatology, Boulder
#				and
#		NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data.
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed.
#
#
# Online_Resource:
#
# Original_Source_URL:
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Tree Rings
#--------------------
# Contribution_Date
#	Date: 2016-05-04
#--------------------
# Title
#	Study_Name: PAGES2kv2_NAm-cana113LMR427 - from PAGES Phase 2 v1.9.0
#--------------------
# Investigators
#	Investigators: Briffa, K.; Schweingruber, F.H. 
#--------------------
# Description_and_Notes
#	Description: Data from PAGES second data collation effort.
#--------------------
# Publication
#	Authors: Briffa, K.; Schweingruber, F.H. 
#	Published_Date_or_Year: 
#	Published_Title: 
#	Journal_Name: 
#	Volume: 
#	Edition:
#	Issue:
#	Pages: 
#	DOI: 
#	Online_Resource:
#	Full_Citation:
#	Abstract:
#--------------------
# Funding_Agency
#	
#	Grant:
#--------------------
# Site_Information
#	Site_Name: Arrowsmith Mountain 
#	Location: 
#	Country: 
#	Northernmost_Latitude: 49.2
#	Southernmost_Latitude: 49.2
#	Easternmost_Longitude: -125.2
#	Westernmost_Longitude: -125.2
#	Elevation: 
#--------------------
# Data_Collection
#	Collection_Name: PAGES2kv2_NAm-cana113LMR427
#	Earliest_Year: 1629
#	Most_Recent_Year: 1983
#	Time_Unit: y_ad
#	Core_Length:
#	Notes: {"database":{"database1":"LMR","database2":"PAGES2"}}{"climateInterpretation":{"basis":"", "climateVariable":"T", "climateVariableDetail":"air", "interpDirection":"positive", "seasonality":"[6, 7, 8]"}}
#--------------------
# Species
#	Species_Name: 
#	Species_Code: 
#--------------------
# Chronology:
#
#
#
#--------------------
# Variables
#
# Data variables follow that are preceded by ## in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data)
#
##age	age, , ,years AD, , , , ,N
##MXD	maximum latewood density, , , , "[6, 7, 8]", Tree Rings, , ,N
#
#--------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: nan
#
age	MXD
1629	0.893
1630	0.959
1631	0.951
1632	0.91
1633	0.993
1634	0.992
1635	1.003
1636	0.945
1637	1.036
1638	0.968
1639	0.975
1640	0.966
1641	0.896
1642	1.012
1643	0.924
1644	0.964
1645	0.963
1646	0.946
1647	0.94
1648	0.943
1649	0.963
1650	0.906
1651	0.948
1652	0.996
1653	1.012
1654	0.934
1655	0.924
1656	1.027
1657	0.868
1658	1.025
1659	0.995
1660	0.985
1661	1.016
1662	1.065
1663	1.011
1664	0.972
1665	0.952
1666	0.972
1667	0.998
1668	0.919
1669	0.889
1670	0.887
1671	1.002
1672	0.921
1673	0.948
1674	0.978
1675	0.961
1676	0.943
1677	1.03
1678	0.878
1679	1.02
1680	1.057
1681	1.024
1682	1.036
1683	1.075
1684	1.084
1685	0.973
1686	0.997
1687	1.008
1688	0.995
1689	0.98
1690	0.929
1691	0.987
1692	1.014
1693	0.995
1694	1.05
1695	0.981
1696	0.887
1697	0.905
1698	0.994
1699	0.912
1700	1.019
1701	0.972
1702	0.944
1703	0.979
1704	1.07
1705	0.999
1706	1.031
1707	0.932
1708	1.018
1709	1.024
1710	0.972
1711	1.033
1712	1.056
1713	1.009
1714	1.061
1715	0.952
1716	1.051
1717	0.973
1718	1.062
1719	1.039
1720	1.005
1721	1.077
1722	1.056
1723	1.047
1724	0.939
1725	1.012
1726	0.896
1727	1.08
1728	1.022
1729	1.018
1730	0.916
1731	0.872
1732	0.964
1733	1.001
1734	1.076
1735	1.026
1736	1.122
1737	1.081
1738	0.953
1739	0.987
1740	1.094
1741	1.012
1742	0.875
1743	1.006
1744	0.98
1745	0.998
1746	1.004
1747	1.043
1748	0.977
1749	0.919
1750	1.073
1751	1.02
1752	0.919
1753	0.981
1754	0.864
1755	0.972
1756	0.871
1757	1.022
1758	1.073
1759	1.057
1760	0.965
1761	1.039
1762	0.901
1763	0.967
1764	1.051
1765	1.04
1766	1.01
1767	0.951
1768	0.979
1769	1.027
1770	1.002
1771	1.072
1772	0.968
1773	1.013
1774	1.057
1775	1.072
1776	1.085
1777	1.002
1778	0.903
1779	0.963
1780	1.069
1781	1.029
1782	1.021
1783	0.992
1784	1.018
1785	0.974
1786	0.997
1787	0.979
1788	0.989
1789	1.004
1790	0.954
1791	1.077
1792	1.07
1793	0.975
1794	0.935
1795	0.978
1796	1.125
1797	0.984
1798	1.054
1799	1.031
1800	1.046
1801	0.779
1802	1.019
1803	1.112
1804	1.059
1805	1.058
1806	0.836
1807	1.013
1808	1.046
1809	0.81
1810	0.859
1811	0.946
1812	1.088
1813	0.91
1814	0.94
1815	0.998
1816	1.001
1817	1.049
1818	0.979
1819	0.903
1820	1.003
1821	0.914
1822	1.093
1823	1.023
1824	0.994
1825	1.043
1826	1.012
1827	0.998
1828	1.088
1829	1.086
1830	0.982
1831	1.03
1832	1.062
1833	0.957
1834	1.113
1835	1.071
1836	1.064
1837	0.878
1838	1.001
1839	1.082
1840	1.038
1841	0.963
1842	0.973
1843	1.113
1844	1.022
1845	0.961
1846	0.921
1847	1.079
1848	1.026
1849	1.088
1850	1.0
1851	1.055
1852	1.025
1853	1.088
1854	1.005
1855	1.011
1856	1.037
1857	1.05
1858	0.998
1859	0.985
1860	1.007
1861	0.856
1862	0.95
1863	0.993
1864	1.043
1865	0.845
1866	1.002
1867	0.95
1868	1.105
1869	1.113
1870	1.081
1871	1.021
1872	1.071
1873	0.955
1874	0.967
1875	0.991
1876	0.902
1877	0.957
1878	1.05
1879	0.921
1880	0.912
1881	0.846
1882	0.909
1883	1.108
1884	0.966
1885	1.119
1886	1.026
1887	1.038
1888	1.067
1889	1.087
1890	0.972
1891	1.003
1892	1.037
1893	0.856
1894	1.002
1895	0.974
1896	1.075
1897	0.981
1898	1.105
1899	0.911
1900	1.009
1901	1.002
1902	1.0
1903	0.938
1904	1.089
1905	0.997
1906	1.086
1907	1.054
1908	0.988
1909	0.903
1910	1.024
1911	0.973
1912	1.016
1913	0.91
1914	1.068
1915	1.128
1916	0.987
1917	1.026
1918	1.036
1919	1.025
1920	0.925
1921	0.882
1922	1.076
1923	1.054
1924	1.1
1925	1.057
1926	1.029
1927	0.968
1928	1.062
1929	1.049
1930	1.06
1931	1.004
1932	0.921
1933	0.862
1934	1.02
1935	0.969
1936	0.995
1937	0.992
1938	1.068
1939	1.01
1940	1.051
1941	0.962
1942	1.089
1943	1.015
1944	1.045
1945	0.916
1946	0.94
1947	0.97
1948	0.892
1949	1.035
1950	0.963
1951	1.114
1952	1.039
1953	0.957
1954	0.874
1955	0.932
1956	1.051
1957	0.995
1958	1.1
1959	0.908
1960	1.032
1961	1.082
1962	1.006
1963	1.064
1964	0.951
1965	1.097
1966	0.992
1967	1.107
1968	0.96
1969	1.023
1970	1.015
1971	0.977
1972	1.011
1973	1.006
1974	1.003
1975	0.94
1976	0.899
1977	1.009
1978	1.013
1979	1.037
1980	0.969
1981	0.994
1982	0.982
1983	0.927
