# PAGES2kv2_NAm-cana097LMR423 - from PAGES Phase 2 v1.9.0
#-----------------------------------------------------------------------
#		World Data Center for Paleoclimatology, Boulder
#				and
#		NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data.
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed.
#
#
# Online_Resource:
#
# Original_Source_URL:
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Tree Rings
#--------------------
# Contribution_Date
#	Date: 2016-05-04
#--------------------
# Title
#	Study_Name: PAGES2kv2_NAm-cana097LMR423 - from PAGES Phase 2 v1.9.0
#--------------------
# Investigators
#	Investigators: Schweingruber, F.H.
#--------------------
# Description_and_Notes
#	Description: Data from PAGES second data collation effort.
#--------------------
# Publication
#	Authors: Schweingruber, F.H.
#	Published_Date_or_Year: 
#	Published_Title: 
#	Journal_Name: 
#	Volume: 
#	Edition:
#	Issue:
#	Pages: 
#	DOI: 
#	Online_Resource:
#	Full_Citation:
#	Abstract:
#--------------------
# Funding_Agency
#	
#	Grant:
#--------------------
# Site_Information
#	Site_Name: Peyto Lake 
#	Location: 
#	Country: 
#	Northernmost_Latitude: 51.8
#	Southernmost_Latitude: 51.8
#	Easternmost_Longitude: -116.2
#	Westernmost_Longitude: -116.2
#	Elevation: 
#--------------------
# Data_Collection
#	Collection_Name: PAGES2kv2_NAm-cana097LMR423
#	Earliest_Year: 1634
#	Most_Recent_Year: 1983
#	Time_Unit: y_ad
#	Core_Length:
#	Notes: {"database":{"database1":"LMR","database2":"PAGES2"}}{"climateInterpretation":{"basis":"", "climateVariable":"T", "climateVariableDetail":"air", "interpDirection":"positive", "seasonality":"[6, 7, 8]"}}
#--------------------
# Species
#	Species_Name: 
#	Species_Code: 
#--------------------
# Chronology:
#
#
#
#--------------------
# Variables
#
# Data variables follow that are preceded by ## in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data)
#
##age	age, , ,years AD, , , , ,N
##MXD	maximum latewood density, , , , "[6, 7, 8]", Tree Rings, , ,N
#
#--------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: nan
#
age	MXD
1634	0.974
1635	0.975
1636	1.055
1637	1.003
1638	1.097
1639	0.913
1640	0.953
1641	0.808
1642	1.035
1643	0.85
1644	1.023
1645	1.091
1646	1.052
1647	0.973
1648	1.067
1649	1.001
1650	0.895
1651	0.949
1652	1.058
1653	0.924
1654	0.912
1655	0.872
1656	1.102
1657	0.941
1658	0.915
1659	0.956
1660	0.903
1661	1.039
1662	0.904
1663	0.986
1664	0.838
1665	0.825
1666	1.071
1667	1.003
1668	0.745
1669	0.95
1670	0.886
1671	1.004
1672	1.06
1673	1.108
1674	0.706
1675	1.096
1676	1.036
1677	0.92
1678	1.109
1679	1.174
1680	1.152
1681	1.145
1682	1.068
1683	1.015
1684	1.135
1685	0.828
1686	1.019
1687	1.1
1688	0.839
1689	1.102
1690	0.928
1691	1.081
1692	1.099
1693	1.004
1694	1.094
1695	0.99
1696	0.943
1697	0.912
1698	0.933
1699	0.8
1700	0.937
1701	0.972
1702	1.044
1703	1.026
1704	0.977
1705	1.025
1706	1.031
1707	1.024
1708	0.982
1709	0.952
1710	0.945
1711	0.905
1712	1.049
1713	1.03
1714	0.986
1715	1.048
1716	1.082
1717	0.958
1718	1.073
1719	1.08
1720	1.068
1721	0.982
1722	1.085
1723	1.084
1724	1.085
1725	0.905
1726	1.032
1727	1.009
1728	1.008
1729	0.896
1730	0.951
1731	0.815
1732	1.024
1733	1.065
1734	1.064
1735	1.022
1736	1.098
1737	1.004
1738	0.786
1739	1.073
1740	1.061
1741	1.046
1742	0.95
1743	1.064
1744	0.824
1745	1.007
1746	0.963
1747	1.044
1748	1.088
1749	0.858
1750	1.077
1751	1.047
1752	0.956
1753	1.101
1754	1.024
1755	1.005
1756	0.983
1757	1.06
1758	1.009
1759	1.029
1760	0.934
1761	0.985
1762	0.967
1763	0.984
1764	0.997
1765	1.037
1766	1.018
1767	1.008
1768	1.198
1769	0.968
1770	0.997
1771	0.955
1772	1.065
1773	1.141
1774	1.045
1775	1.028
1776	1.08
1777	0.884
1778	0.931
1779	1.001
1780	1.043
1781	0.879
1782	0.965
1783	0.885
1784	0.872
1785	0.886
1786	0.997
1787	0.854
1788	0.931
1789	0.944
1790	1.023
1791	1.083
1792	1.08
1793	0.998
1794	1.017
1795	0.852
1796	1.132
1797	0.936
1798	0.992
1799	1.042
