# PAGES2kv2_Ocean2kHR-PacificNewCaledoniaDelong2012LMR659 - from PAGES Phase 2 v1.9.0
#-----------------------------------------------------------------------
#		World Data Center for Paleoclimatology, Boulder
#				and
#		NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data.
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed.
#
#
# Online_Resource:
#
# Original_Source_URL:
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Corals and Sclerosponges
#--------------------
# Contribution_Date
#	Date: 2016-05-04
#--------------------
# Title
#	Study_Name: PAGES2kv2_Ocean2kHR-PacificNewCaledoniaDelong2012LMR659 - from PAGES Phase 2 v1.9.0
#--------------------
# Investigators
#	Investigators: Tierney, Jessica E.,Abram, Nerilie J.,Anchukaitis, Kevin J.,Evans, Michael N.,Giry, Cyril,Kilbourne, K. Halimeda,Saenger, Casey P.,Wu, Henry C.,Zinke, Jens
#--------------------
# Description_and_Notes
#	Description: Data from PAGES second data collation effort.
#--------------------
# Publication
#	Authors: Tierney, Jessica E.,Abram, Nerilie J.,Anchukaitis, Kevin J.,Evans, Michael N.,Giry, Cyril,Kilbourne, K. Halimeda,Saenger, Casey P.,Wu, Henry C.,Zinke, Jens
#	Published_Date_or_Year: 
#	Published_Title: Tropical sea surface temperatures for the past four centuries reconstructed from coral archives
#	Journal_Name: 
#	Volume: 
#	Edition:
#	Issue:
#	Pages: 
#	DOI: 10.1002/2014PA002717
#	Online_Resource:
#	Full_Citation:
#	Abstract:
#--------------------
# Funding_Agency
#	
#	Grant:
#--------------------
# Site_Information
#	Site_Name: Amedee Island
#	Location: 
#	Country: 
#	Northernmost_Latitude: -22.475
#	Southernmost_Latitude: -22.475
#	Easternmost_Longitude: 166.4667
#	Westernmost_Longitude: 166.4667
#	Elevation: 
#--------------------
# Data_Collection
#	Collection_Name: PAGES2kv2_Ocean2kHR-PacificNewCaledoniaDelong2012LMR659
#	Earliest_Year: 1648.958333
#	Most_Recent_Year: 1999.791667
#	Time_Unit: y_ad
#	Core_Length:
#	Notes: {"database":{"database1":"LMR","database2":"PAGES2"}}{"climateInterpretation":{"basis":"", "climateVariable":"T", "climateVariableDetail":"sea_surface", "interpDirection":"negative", "seasonality":""}}
#--------------------
# Species
#	Species_Name: 
#	Species_Code: 
#--------------------
# Chronology:
#
#
#
#--------------------
# Variables
#
# Data variables follow that are preceded by ## in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data)
#
##age	age, , ,years AD, , , , ,N
##Sr/Ca	strontium calcium ratio, , , mmol/mol, , Corals and Sclerosponges, , ,N
#
#--------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: nan
#
age	Sr/Ca
1999.79166667	9.20662848
1999.70833333	9.252583333
1999.625	9.32172
1999.54166667	9.23372
1999.45833333	9.162893333
1999.375	9.104647059
1999.29166667	9.04145098
1999.20833333	8.991078431
1999.125	9.035
1999.04166667	9.033098039
1998.95833333	9.07514
1998.875	9.11814
1998.79166667	9.16114
1998.70833333	9.197416667
1998.625	9.21452
1998.54166667	9.172773333
1998.45833333	9.130106667
1998.375	9.08852
1998.29166667	9.055453333
1998.20833333	9.049746667
1998.125	9.042282189
1998.04166667	9.063652005
1997.95833333	9.122835369
1997.875	9.185983153
1997.79166667	9.226409574
1997.70833333	9.263203278
1997.625	9.29575
1997.54166667	9.274916667
1997.45833333	9.2849
1997.375	9.28395
1997.29166667	9.262516667
1997.20833333	9.22495
1997.125	9.18536
1997.04166667	9.19136
1996.95833333	9.200346667
1996.875	9.21264
1996.79166667	9.239973333
1996.70833333	9.265813333
1996.625	9.28804
1996.54166667	9.28056
1996.45833333	9.23784
1996.375	9.14536
1996.29166667	9.07532
1996.20833333	8.95852
1996.125	8.910661303
1996.04166667	8.946500693
1995.95833333	9.013798687
1995.875	9.10408
1995.79166667	9.17704
1995.70833333	9.253573333
1995.625	9.28526
1995.54166667	9.2547
1995.45833333	9.20096
1995.375	9.16726
1995.29166667	9.13748
1995.20833333	9.09716
1995.125	9.08765
1995.04166667	9.148483333
1994.95833333	9.185666667
1994.875	9.2377
1994.79166667	9.286716667
1994.70833333	9.313516667
1994.625	9.31624
1994.54166667	9.27048
1994.45833333	9.228
1994.375	9.1816
1994.29166667	9.18758
1994.20833333	9.12992
1994.125	9.0665
1994.04166667	9.079433333
1993.95833333	9.129666667
1993.875	9.172382353
1993.79166667	9.214323529
1993.70833333	9.292270833
1993.625	9.30344
1993.54166667	9.27678
1993.45833333	9.23996
1993.375	9.205176471
1993.29166667	9.158117647
1993.20833333	9.112291667
1993.125	9.09668
1993.04166667	9.12468
1992.95833333	9.165373333
1992.875	9.21544
1992.79166667	9.256106667
1992.70833333	9.275866667
1992.625	9.25503098067
1992.54166667	9.228006903
1992.45833333	9.23174429633
1992.375	9.14000586917
1992.29166667	9.128563907
1992.20833333	9.05698572233
1992.125	9.00359054817
1992.04166667	9.05063855133
1991.95833333	9.1651858915
1991.875	9.21848623783
1991.79166667	9.26681711217
1991.70833333	9.29227327417
1991.625	9.31581301933
1991.54166667	9.290840524
1991.45833333	9.26793202717
1991.375	9.22545064683
1991.29166667	9.14430878883
1991.20833333	9.061031611
1991.125	9.01064739283
1991.04166667	9.04811070033
1990.95833333	9.131680136
1990.875	9.20579489417
1990.79166667	9.2688151755
1990.70833333	9.29949330017
1990.625	9.27195933183
1990.54166667	9.25322928283
1990.45833333	9.22237573233
1990.375	9.15474001033
1990.29166667	9.055573308
1990.20833333	8.999225908
1990.125	8.95814211883
1990.04166667	9.007545323
1989.95833333	9.06821774733
