# PAGES2kv2_Ocean2kHR-AtlanticGuadeloupeHetzinger2010LMR591 - from PAGES Phase 2 v1.9.0
#-----------------------------------------------------------------------
#		World Data Center for Paleoclimatology, Boulder
#				and
#		NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data.
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed.
#
#
# Online_Resource:
#
# Original_Source_URL:
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Corals and Sclerosponges
#--------------------
# Contribution_Date
#	Date: 2016-05-04
#--------------------
# Title
#	Study_Name: PAGES2kv2_Ocean2kHR-AtlanticGuadeloupeHetzinger2010LMR591 - from PAGES Phase 2 v1.9.0
#--------------------
# Investigators
#	Investigators: Tierney, Jessica E.,Abram, Nerilie J.,Anchukaitis, Kevin J.,Evans, Michael N.,Giry, Cyril,Kilbourne, K. Halimeda,Saenger, Casey P.,Wu, Henry C.,Zinke, Jens
#--------------------
# Description_and_Notes
#	Description: Data from PAGES second data collation effort.
#--------------------
# Publication
#	Authors: Tierney, Jessica E.,Abram, Nerilie J.,Anchukaitis, Kevin J.,Evans, Michael N.,Giry, Cyril,Kilbourne, K. Halimeda,Saenger, Casey P.,Wu, Henry C.,Zinke, Jens
#	Published_Date_or_Year: 
#	Published_Title: Tropical sea surface temperatures for the past four centuries reconstructed from coral archives
#	Journal_Name: 
#	Volume: 
#	Edition:
#	Issue:
#	Pages: 
#	DOI: 10.1002/2014PA002717
#	Online_Resource:
#	Full_Citation:
#	Abstract:
#--------------------
# Funding_Agency
#	
#	Grant:
#--------------------
# Site_Information
#	Site_Name: Guadeloupe
#	Location: 
#	Country: 
#	Northernmost_Latitude: 16.2
#	Southernmost_Latitude: 16.2
#	Easternmost_Longitude: -61.49
#	Westernmost_Longitude: -61.49
#	Elevation: 
#--------------------
# Data_Collection
#	Collection_Name: PAGES2kv2_Ocean2kHR-AtlanticGuadeloupeHetzinger2010LMR591
#	Earliest_Year: 1895.7
#	Most_Recent_Year: 1999.21
#	Time_Unit: y_ad
#	Core_Length:
#	Notes: {"duplicate":{"duplicate_file1":"10guad01a.txt", "duplicate_file2":"10guad01b.txt"}} {"database":"PAGES2"}{"climateInterpretation":{"basis":"", "climateVariable":"T", "climateVariableDetail":"sea_surface", "interpDirection":"negative", "seasonality":""}}
#--------------------
# Species
#	Species_Name: 
#	Species_Code: 
#--------------------
# Chronology:
#
#
#
#--------------------
# Variables
#
# Data variables follow that are preceded by ## in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data)
#
##age	age, , ,years AD, , , , ,N
##Sr/Ca	strontium calcium ratio, , , mmol/mol, , Corals and Sclerosponges, , ,N
#
#--------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: nan
#
age	Sr/Ca
1999.21	8.868
1999.13	8.82533
1999.04	8.78267
1998.96	8.74
1998.88	8.73033
1998.79	8.72067
1998.71	8.711
1998.63	8.7485
1998.54	8.748
1998.46	8.7605
1998.38	8.778
1998.29	8.78083
1998.21	8.785
1998.13	8.76449
1998.04	8.74567
1997.96	8.729
1997.88	8.73926
1997.79	8.73003
1997.71	8.696
1997.63	8.70818
1997.54	8.73242
1997.46	8.772
1997.38	8.81815
1997.29	8.83544
1997.21	8.816
1997.13	8.82305
1997.04	8.81417
1996.96	8.785
1996.88	8.79462
1996.79	8.79083
1996.71	8.77
1996.63	8.77926
1996.54	8.77521
1996.46	8.825
1996.38	8.83796
1996.29	8.86487
1996.21	8.879
1996.13	8.86746
1996.04	8.86314
1995.96	8.868
1995.88	8.83915
1995.79	8.81689
1995.71	8.803
1995.63	8.81005
1995.54	8.81339
1995.46	8.812
1995.38	8.86456
1995.29	8.88972
1995.21	8.88
1995.13	8.87295
1995.04	8.86533
1994.96	8.857
1994.88	8.87495
1994.79	8.85597
1994.71	8.79
1994.63	8.80987
1994.54	8.82589
1994.46	8.837
1994.38	8.86649
1994.29	8.89461
1994.21	8.921
1994.13	8.91316
1994.04	8.90531
1993.96	8.88288
1993.88	8.85984
1993.79	8.83404
1993.71	8.808
1993.63	8.87717
1993.54	8.863
1993.46	8.847
1993.38	8.86567
1993.29	8.9095
1993.21	8.922
1993.13	8.902
1993.04	8.85667
1992.96	8.8465
1992.88	8.85033
1992.79	8.83583
1992.71	8.83
1992.63	8.83833
1992.54	8.84333
1992.46	8.849
1992.38	8.85267
1992.29	8.85617
1992.21	8.877
1992.13	8.85102
1992.04	8.82504
1991.96	8.80612
1991.88	8.78749
1991.79	8.78217
1991.71	8.778
1991.63	8.78569
1991.54	8.80253
1991.46	8.831
1991.38	8.85215
1991.29	8.87225
1991.21	8.891
1991.13	8.86683
1991.04	8.81667
1990.96	8.7865
1990.88	8.787
1990.79	8.7975
1990.71	8.77
1990.63	8.79949
1990.54	8.83281
1990.46	8.871
1990.38	8.88382
1990.29	8.89558
1990.21	8.906
1990.13	8.86946
1990.04	8.84931
1989.96	8.85
1989.88	8.84679
1989.79	8.83431
1989.71	8.81
1989.63	8.8491
1989.54	8.87528
1989.46	8.885
1989.38	8.91
1989.29	8.93072
1989.21	8.946
1989.13	8.92748
1989.04	8.90012
1988.96	8.884
1988.88	8.82844
1988.79	8.81825
1988.71	8.786
1988.63	8.79933
1988.54	8.84467
1988.46	8.878
1988.38	8.89233
1988.29	8.89817
1988.21	8.904
1988.13	8.90849
1988.04	8.89756
1987.96	8.867
1987.88	8.84456
1987.79	8.80756
1987.71	8.752
1987.63	8.77567
1987.54	8.803
1987.46	8.789
1987.38	8.85
1987.29	8.88267
1987.21	8.916
1987.13	8.88708
1987.04	8.85816
1986.96	8.83441
1986.88	8.81088
1986.79	8.82242
1986.71	8.837
1986.63	8.84367
1986.54	8.853
1986.46	8.8775
