# PAGES2kv2_NAm-co586LMR479 - from PAGES Phase 2 v1.9.0
#-----------------------------------------------------------------------
#		World Data Center for Paleoclimatology, Boulder
#				and
#		NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data.
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed.
#
#
# Online_Resource:
#
# Original_Source_URL:
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Tree Rings
#--------------------
# Contribution_Date
#	Date: 2016-05-04
#--------------------
# Title
#	Study_Name: PAGES2kv2_NAm-co586LMR479 - from PAGES Phase 2 v1.9.0
#--------------------
# Investigators
#	Investigators: Brown, P.M.;Woodhouse, C.A.;Hughes, M.K.
#--------------------
# Description_and_Notes
#	Description: Data from PAGES second data collation effort.
#--------------------
# Publication
#	Authors: Brown, P.M.;Woodhouse, C.A.;Hughes, M.K.
#	Published_Date_or_Year: 
#	Published_Title: 
#	Journal_Name: 
#	Volume: 
#	Edition:
#	Issue:
#	Pages: 
#	DOI: 
#	Online_Resource:
#	Full_Citation:
#	Abstract:
#--------------------
# Funding_Agency
#	
#	Grant:
#--------------------
# Site_Information
#	Site_Name: Fool Creek 
#	Location: 
#	Country: 
#	Northernmost_Latitude: 39.9
#	Southernmost_Latitude: 39.9
#	Easternmost_Longitude: -105.9
#	Westernmost_Longitude: -105.9
#	Elevation: 
#--------------------
# Data_Collection
#	Collection_Name: PAGES2kv2_NAm-co586LMR479
#	Earliest_Year: 1296
#	Most_Recent_Year: 1993
#	Time_Unit: y_ad
#	Core_Length:
#	Notes: {"database":{"database1":"LMR","database2":"PAGES2"}}{"climateInterpretation":{"basis":"", "climateVariable":"T", "climateVariableDetail":"air", "interpDirection":"positive", "seasonality":"[6, 7, 8]"}}
#--------------------
# Species
#	Species_Name: 
#	Species_Code: 
#--------------------
# Chronology:
#
#
#
#--------------------
# Variables
#
# Data variables follow that are preceded by ## in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data)
#
##age	age, , ,years AD, , , , ,N
##MXD	maximum latewood density, , , , "[6, 7, 8]", Tree Rings, , ,N
#
#--------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: nan
#
age	MXD
1296	0.98
1297	0.992
1298	0.932
1299	1.031
1300	1.029
1301	0.946
1302	0.933
1303	1.021
1304	1.013
1305	1.022
1306	1.115
1307	1.065
1308	1.06
1309	0.991
1310	1.028
1311	1.043
1312	0.994
1313	0.919
1314	0.958
1315	0.995
1316	1.043
1317	1.04
1318	1.049
1319	1.023
1320	0.954
1321	0.944
1322	0.993
1323	0.989
1324	0.99
1325	1.011
1326	0.948
1327	1.103
1328	1.062
1329	0.95
1330	0.864
1331	0.933
1332	0.991
1333	0.881
1334	0.957
1335	0.978
1336	1.082
1337	0.794
1338	1.027
1339	0.947
1340	0.944
1341	0.894
1342	1.042
1343	0.918
1344	0.93
1345	0.975
1346	0.926
1347	0.851
1348	0.968
1349	0.915
1350	0.915
1351	0.914
1352	0.949
1353	0.964
1354	0.893
1355	1.038
1356	0.977
1357	0.945
1358	0.923
1359	0.926
1360	1.022
1361	0.971
1362	0.971
1363	0.974
1364	0.866
1365	0.926
1366	0.936
1367	0.979
1368	0.932
1369	0.897
1370	0.966
1371	0.997
1372	0.947
1373	0.952
1374	1.041
1375	1.024
1376	0.972
1377	1.012
1378	1.017
1379	1.019
1380	0.951
1381	0.992
1382	1.026
1383	0.978
1384	1.085
1385	0.969
1386	0.998
1387	1.028
1388	1.062
1389	1.025
1390	1.091
1391	1.013
1392	1.072
1393	0.996
1394	1.035
1395	1.01
1396	1.01
1397	1.012
1398	0.988
1399	1.037
1400	1.033
1401	1.055
1402	0.984
1403	0.981
1404	1.011
1405	1.065
1406	0.933
1407	1.087
1408	0.958
1409	1.008
1410	0.987
1411	0.947
1412	1.122
1413	0.975
1414	1.062
1415	1.057
1416	1.149
1417	1.091
1418	1.066
1419	1.123
1420	0.926
1421	1.068
1422	1.015
1423	1.039
1424	0.95
1425	0.912
1426	1.061
1427	1.062
1428	1.042
1429	0.951
1430	0.947
1431	0.926
1432	1.024
1433	0.965
1434	0.926
1435	1.01
1436	1.082
1437	1.043
1438	1.029
1439	1.016
1440	0.937
1441	1.044
1442	0.973
1443	1.001
1444	1.136
1445	1.072
1446	0.992
1447	1.004
1448	1.002
1449	0.97
1450	0.867
1451	0.977
1452	0.927
1453	0.828
1454	0.946
1455	0.834
1456	0.837
1457	0.831
1458	0.87
1459	0.87
1460	0.912
1461	0.925
1462	0.903
1463	0.913
1464	0.882
1465	0.911
1466	0.876
