# PAGES2kv2_NAm-cana091LMR420 - from PAGES Phase 2 v1.9.0
#-----------------------------------------------------------------------
#		World Data Center for Paleoclimatology, Boulder
#				and
#		NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data.
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed.
#
#
# Online_Resource:
#
# Original_Source_URL:
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Tree Rings
#--------------------
# Contribution_Date
#	Date: 2016-05-04
#--------------------
# Title
#	Study_Name: PAGES2kv2_NAm-cana091LMR420 - from PAGES Phase 2 v1.9.0
#--------------------
# Investigators
#	Investigators: Schweingruber, F.H.
#--------------------
# Description_and_Notes
#	Description: Data from PAGES second data collation effort.
#--------------------
# Publication
#	Authors: Schweingruber, F.H.
#	Published_Date_or_Year: 
#	Published_Title: 
#	Journal_Name: 
#	Volume: 
#	Edition:
#	Issue:
#	Pages: 
#	DOI: 
#	Online_Resource:
#	Full_Citation:
#	Abstract:
#--------------------
# Funding_Agency
#	
#	Grant:
#--------------------
# Site_Information
#	Site_Name: Smithers Ski Area 
#	Location: 
#	Country: 
#	Northernmost_Latitude: 54.9
#	Southernmost_Latitude: 54.9
#	Easternmost_Longitude: -127.3
#	Westernmost_Longitude: -127.3
#	Elevation: 
#--------------------
# Data_Collection
#	Collection_Name: PAGES2kv2_NAm-cana091LMR420
#	Earliest_Year: 1680
#	Most_Recent_Year: 1983
#	Time_Unit: y_ad
#	Core_Length:
#	Notes: {"database":{"database1":"LMR","database2":"PAGES2"}}{"climateInterpretation":{"basis":"", "climateVariable":"T", "climateVariableDetail":"air", "interpDirection":"positive", "seasonality":"[6, 7, 8]"}}
#--------------------
# Species
#	Species_Name: 
#	Species_Code: 
#--------------------
# Chronology:
#
#
#
#--------------------
# Variables
#
# Data variables follow that are preceded by ## in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data)
#
##age	age, , ,years AD, , , , ,N
##MXD	maximum latewood density, , , , "[6, 7, 8]", Tree Rings, , ,N
#
#--------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: nan
#
age	MXD
1680	1.041
1681	1.062
1682	1.051
1683	0.997
1684	0.993
1685	0.959
1686	0.933
1687	0.973
1688	0.887
1689	1.015
1690	0.972
1691	1.011
1692	0.926
1693	0.997
1694	1.028
1695	0.882
1696	0.948
1697	0.626
1698	1.072
1699	0.894
1700	1.046
1701	1.002
1702	1.09
1703	1.031
1704	1.133
1705	1.073
1706	1.017
1707	1.019
1708	1.055
1709	1.104
1710	1.017
1711	1.046
1712	1.059
1713	0.937
1714	1.006
1715	0.958
1716	1.016
1717	0.744
1718	1.069
1719	1.018
1720	1.03
1721	1.026
1722	1.059
1723	1.054
1724	0.955
1725	1.01
1726	0.981
1727	1.013
1728	1.053
1729	0.884
1730	0.967
1731	0.913
1732	0.991
1733	1.034
1734	0.98
1735	1.068
1736	0.992
1737	1.047
1738	0.751
1739	0.96
1740	0.957
1741	1.002
1742	0.907
1743	0.978
1744	0.951
1745	0.812
1746	1.068
1747	0.983
1748	1.109
1749	0.759
1750	1.109
1751	0.779
1752	0.982
1753	1.038
1754	0.919
1755	0.991
1756	1.036
1757	1.09
1758	1.021
1759	1.024
1760	1.081
1761	0.997
1762	0.94
1763	0.946
1764	1.111
1765	1.004
1766	1.03
1767	1.051
1768	0.794
1769	1.056
1770	0.964
1771	1.114
1772	0.879
1773	1.081
1774	1.031
1775	1.042
1776	1.071
1777	0.928
1778	0.925
1779	1.066
1780	1.034
1781	0.866
1782	0.953
1783	0.974
1784	0.993
1785	0.853
1786	0.998
1787	1.026
1788	0.913
1789	0.851
1790	0.88
1791	1.042
1792	1.011
1793	0.979
1794	1.063
1795	0.77
1796	1.172
1797	0.968
1798	1.133
1799	1.047
1800	1.027
1801	0.76
1802	0.775
1803	1.108
1804	0.966
1805	1.058
1806	0.97
1807	1.106
1808	0.959
1809	0.808
1810	0.701
1811	0.891
1812	0.941
1813	0.773
1814	0.96
1815	1.043
1816	1.003
1817	1.123
1818	0.905
1819	1.01
1820	1.036
1821	1.011
1822	1.059
1823	1.036
1824	1.109
1825	1.12
1826	1.017
1827	0.998
1828	1.083
1829	0.949
1830	0.968
1831	0.899
1832	1.079
1833	0.963
1834	0.98
1835	1.057
1836	1.1
1837	0.912
1838	0.939
1839	1.05
1840	1.059
1841	0.837
1842	0.993
1843	1.063
1844	1.023
1845	0.935
1846	1.062
1847	1.142
1848	0.812
1849	0.896
1850	1.038
1851	1.146
1852	0.988
1853	1.109
1854	1.008
1855	0.957
1856	1.033
1857	0.924
1858	1.061
1859	1.078
1860	1.066
1861	1.0
1862	1.005
1863	1.01
1864	0.969
1865	0.768
1866	1.001
1867	0.908
1868	1.041
1869	0.998
1870	1.031
1871	0.761
1872	0.998
1873	0.933
1874	1.079
1875	1.018
1876	0.87
1877	1.079
1878	1.111
1879	0.962
1880	0.922
1881	0.916
1882	0.929
1883	1.058
1884	1.047
1885	1.187
1886	0.957
1887	1.037
1888	1.104
1889	1.161
1890	1.047
1891	1.106
1892	1.006
1893	1.062
1894	1.04
1895	0.849
1896	1.086
1897	1.031
1898	1.089
1899	0.775
1900	1.009
1901	1.033
1902	0.974
1903	1.017
1904	1.104
1905	1.088
1906	1.118
1907	1.067
1908	0.975
1909	0.883
1910	0.958
1911	1.035
1912	1.132
1913	0.92
1914	1.053
1915	1.078
1916	1.053
1917	0.98
1918	1.057
1919	0.937
1920	0.987
1921	1.001
1922	1.167
1923	1.115
1924	1.071
1925	1.095
1926	1.105
1927	1.15
1928	1.148
1929	1.047
1930	1.19
1931	1.094
1932	1.077
1933	1.087
1934	1.085
1935	1.03
