# PAGES2kv2_NAm-ak115LMR393 - from PAGES Phase 2 v1.9.0
#-----------------------------------------------------------------------
#		World Data Center for Paleoclimatology, Boulder
#				and
#		NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data.
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed.
#
#
# Online_Resource:
#
# Original_Source_URL:
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Tree Rings
#--------------------
# Contribution_Date
#	Date: 2016-05-04
#--------------------
# Title
#	Study_Name: PAGES2kv2_NAm-ak115LMR393 - from PAGES Phase 2 v1.9.0
#--------------------
# Investigators
#	Investigators: DArrigo, R.D.; Wilson, R.J.S.; Jacoby, G.C.
#--------------------
# Description_and_Notes
#	Description: Data from PAGES second data collation effort.
#--------------------
# Publication
#	Authors: DArrigo, R.D.; Wilson, R.J.S.; Jacoby, G.C.
#	Published_Date_or_Year: 
#	Published_Title: 
#	Journal_Name: 
#	Volume: 
#	Edition:
#	Issue:
#	Pages: 
#	DOI: 
#	Online_Resource:
#	Full_Citation:
#	Abstract:
#--------------------
# Funding_Agency
#	
#	Grant:
#--------------------
# Site_Information
#	Site_Name: Seward Composite
#	Location: 
#	Country: 
#	Northernmost_Latitude: 65.2
#	Southernmost_Latitude: 65.2
#	Easternmost_Longitude: -162.3
#	Westernmost_Longitude: -162.3
#	Elevation: 
#--------------------
# Data_Collection
#	Collection_Name: PAGES2kv2_NAm-ak115LMR393
#	Earliest_Year: 1389
#	Most_Recent_Year: 2001
#	Time_Unit: y_ad
#	Core_Length:
#	Notes: {"database":{"database1":"LMR","database2":"PAGES2"}}{"climateInterpretation":{"basis":"", "climateVariable":"T", "climateVariableDetail":"air", "interpDirection":"positive", "seasonality":"[6, 7, 8]"}}
#--------------------
# Species
#	Species_Name: 
#	Species_Code: 
#--------------------
# Chronology:
#
#
#
#--------------------
# Variables
#
# Data variables follow that are preceded by ## in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data)
#
##age	age, , ,years AD, , , , ,N
##MXD	maximum latewood density, , , , "[6, 7, 8]", Tree Rings, , ,N
#
#--------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: nan
#
age	MXD
1389	0.728
1390	0.765
1391	0.866
1392	0.778
1393	0.815
1394	0.753
1395	0.778
1396	0.815
1397	0.866
1398	0.853
1399	0.828
1400	0.941
1401	0.916
1402	0.903
1403	0.953
1404	0.84
1405	1.029
1406	1.004
1407	0.979
1408	0.991
1409	0.941
1410	0.941
1411	1.066
1412	1.004
1413	0.903
1414	0.878
1415	0.903
1416	0.815
1417	0.878
1418	0.828
1419	0.828
1420	0.891
1421	0.84
1422	0.803
1423	0.891
1424	0.828
1425	0.828
1426	1.004
1427	0.966
1428	0.953
1429	0.916
1430	0.941
1431	0.991
1432	0.966
1433	1.054
1434	0.953
1435	0.878
1436	0.866
1437	1.016
1438	1.029
1439	0.866
1440	1.054
1441	1.066
1442	0.903
1443	0.928
1444	0.941
1445	0.84
1446	0.979
1447	0.991
1448	1.104
1449	0.979
1450	1.041
1451	1.129
1452	0.815
1453	0.828
1454	0.878
1455	0.928
1456	0.966
1457	1.104
1458	1.104
1459	1.016
1460	1.066
1461	0.953
1462	1.104
1463	1.004
1464	0.903
1465	0.903
1466	0.815
1467	1.029
1468	0.991
1469	0.903
1470	0.979
1471	0.891
1472	1.016
1473	1.029
1474	0.991
1475	0.899
1476	0.787
1477	0.898
1478	0.967
1479	0.93
1480	1.099
1481	0.848
1482	0.977
1483	1.214
1484	1.18
1485	1.109
1486	1.063
1487	1.025
1488	1.101
1489	1.14
1490	1.014
1491	1.408
1492	1.171
1493	0.979
1494	1.153
1495	1.099
1496	1.207
1497	0.911
1498	0.928
1499	0.854
1500	0.835
1501	1.161
1502	0.777
1503	1.154
1504	1.182
1505	1.018
1506	0.801
1507	1.018
1508	0.776
1509	0.871
1510	0.848
1511	0.848
1512	0.981
1513	1.027
1514	0.925
1515	0.908
1516	0.942
1517	0.916
1518	0.907
1519	0.955
1520	0.915
1521	0.98
1522	0.971
1523	0.86
1524	0.895
1525	1.156
1526	1.057
1527	0.619
1528	1.091
1529	0.838
1530	1.017
1531	0.707
1532	1.009
1533	0.878
1534	0.898
1535	1.186
1536	1.111
1537	0.848
1538	1.08
1539	0.952
1540	1.026
1541	1.051
1542	0.86
1543	1.026
1544	1.09
1545	1.204
1546	1.185
1547	1.185
1548	0.668
1549	1.066
1550	0.978
1551	1.303
1552	1.131
1553	1.009
1554	0.945
1555	0.817
1556	1.012
1557	0.933
1558	1.079
1559	0.861
1560	0.951
