# PAGES2kv2_NAm-ak010LMR377 - from PAGES Phase 2 v1.9.0
#-----------------------------------------------------------------------
#		World Data Center for Paleoclimatology, Boulder
#				and
#		NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data.
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed.
#
#
# Online_Resource:
#
# Original_Source_URL:
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Tree Rings
#--------------------
# Contribution_Date
#	Date: 2016-05-04
#--------------------
# Title
#	Study_Name: PAGES2kv2_NAm-ak010LMR377 - from PAGES Phase 2 v1.9.0
#--------------------
# Investigators
#	Investigators: Schweingruber, F.H.
#--------------------
# Description_and_Notes
#	Description: Data from PAGES second data collation effort.
#--------------------
# Publication
#	Authors: Schweingruber, F.H.
#	Published_Date_or_Year: 
#	Published_Title: 
#	Journal_Name: 
#	Volume: 
#	Edition:
#	Issue:
#	Pages: 
#	DOI: 
#	Online_Resource:
#	Full_Citation:
#	Abstract:
#--------------------
# Funding_Agency
#	
#	Grant:
#--------------------
# Site_Information
#	Site_Name: Eureka Summit 
#	Location: 
#	Country: 
#	Northernmost_Latitude: 61.8
#	Southernmost_Latitude: 61.8
#	Easternmost_Longitude: -147.3
#	Westernmost_Longitude: -147.3
#	Elevation: 
#--------------------
# Data_Collection
#	Collection_Name: PAGES2kv2_NAm-ak010LMR377
#	Earliest_Year: 1654
#	Most_Recent_Year: 1983
#	Time_Unit: y_ad
#	Core_Length:
#	Notes: {"database":{"database1":"LMR","database2":"PAGES2"}}{"climateInterpretation":{"basis":"", "climateVariable":"T", "climateVariableDetail":"air", "interpDirection":"positive", "seasonality":"[6, 7, 8]"}}
#--------------------
# Species
#	Species_Name: 
#	Species_Code: 
#--------------------
# Chronology:
#
#
#
#--------------------
# Variables
#
# Data variables follow that are preceded by ## in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data)
#
##age	age, , ,years AD, , , , ,N
##MXD	maximum latewood density, , , , "[6, 7, 8]", Tree Rings, , ,N
#
#--------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: nan
#
age	MXD
1654	0.943
1655	0.948
1656	0.901
1657	0.854
1658	0.884
1659	0.925
1660	0.909
1661	0.917
1662	0.873
1663	0.902
1664	0.859
1665	1.003
1666	0.911
1667	1.015
1668	1.02
1669	0.983
1670	0.974
1671	0.943
1672	1.006
1673	1.058
1674	1.035
1675	1.032
1676	0.945
1677	0.964
1678	0.918
1679	0.934
1680	0.992
1681	1.025
1682	1.014
1683	1.036
1684	0.855
1685	0.963
1686	0.979
1687	1.022
1688	0.996
1689	0.955
1690	1.01
1691	0.986
1692	1.002
1693	0.961
1694	0.964
1695	0.806
1696	1.002
1697	0.948
1698	0.994
1699	1.02
1700	0.975
1701	1.017
1702	0.9
1703	0.92
1704	1.045
1705	0.903
1706	0.968
1707	1.035
1708	1.026
1709	0.984
1710	1.009
1711	0.906
1712	1.011
1713	1.019
1714	0.886
1715	0.958
1716	0.996
1717	0.946
1718	1.06
1719	1.012
1720	1.042
1721	1.002
1722	1.073
1723	1.086
1724	1.06
1725	1.111
1726	1.066
1727	0.977
1728	1.035
1729	0.912
1730	0.928
1731	1.009
1732	0.995
1733	1.049
1734	0.908
1735	1.012
1736	0.922
1737	1.037
1738	0.856
1739	0.943
1740	1.003
1741	1.003
1742	1.036
1743	0.897
1744	0.966
1745	1.034
1746	0.988
1747	1.077
1748	1.077
1749	1.034
1750	1.056
1751	0.837
1752	0.928
1753	0.947
1754	0.971
1755	1.013
1756	1.032
1757	0.994
1758	1.011
1759	1.118
1760	1.119
1761	1.053
1762	1.046
1763	1.062
1764	1.068
1765	0.916
1766	0.934
1767	0.972
1768	0.837
1769	1.072
1770	1.027
1771	1.087
1772	1.036
1773	0.867
1774	1.002
1775	1.041
1776	1.124
1777	1.137
1778	0.956
1779	1.107
1780	1.089
1781	0.95
1782	1.043
1783	0.746
1784	1.073
1785	0.994
1786	1.031
1787	0.977
1788	1.037
1789	1.038
1790	0.996
1791	0.954
1792	1.139
1793	1.04
1794	1.016
1795	0.967
1796	0.979
1797	1.077
1798	0.979
1799	1.0
1800	1.023
1801	1.041
1802	0.948
1803	1.008
1804	1.146
1805	0.969
1806	1.118
1807	0.957
1808	0.972
1809	0.872
1810	0.782
1811	1.084
1812	0.989
1813	1.083
1814	0.88
1815	1.004
1816	1.136
1817	0.883
1818	1.011
1819	0.966
1820	1.032
1821	1.043
1822	0.998
1823	1.072
1824	1.095
1825	1.12
1826	1.066
1827	1.079
1828	0.93
1829	0.947
1830	0.949
1831	0.786
1832	1.018
1833	1.13
1834	0.866
1835	0.935
1836	1.076
1837	0.953
1838	1.093
1839	0.997
1840	0.97
1841	0.964
1842	0.843
1843	1.018
1844	1.005
1845	1.053
1846	1.025
1847	0.993
1848	1.081
1849	0.898
1850	1.09
1851	1.041
1852	0.972
1853	0.949
1854	1.02
1855	1.015
1856	0.849
1857	0.964
1858	0.934
1859	0.886
1860	1.002
1861	0.888
1862	0.914
1863	0.956
1864	0.842
1865	0.976
1866	1.048
1867	0.898
1868	0.958
1869	0.971
1870	1.038
1871	0.914
1872	1.115
1873	0.991
1874	1.114
1875	0.932
1876	0.944
1877	1.006
1878	1.092
1879	1.031
1880	1.029
1881	1.039
1882	1.021
1883	0.934
1884	1.085
1885	1.018
1886	0.973
1887	1.003
1888	1.118
1889	1.021
1890	1.086
1891	1.078
1892	1.043
1893	0.996
1894	0.91
1895	0.995
1896	0.983
1897	0.96
1898	0.977
1899	1.026
1900	0.903
1901	0.869
1902	1.027
1903	1.065
1904	0.92
1905	1.067
1906	0.924
1907	0.975
1908	0.91
1909	0.982
1910	1.0
1911	1.037
1912	0.958
1913	1.025
1914	0.942
1915	1.152
1916	0.998
1917	1.004
1918	1.055
1919	1.021
1920	1.021
1921	1.026
1922	1.013
1923	1.144
1924	0.971
1925	1.013
1926	1.028
1927	1.044
1928	0.919
1929	0.966
1930	1.029
1931	0.985
1932	0.959
1933	1.029
1934	1.039
1935	0.926
1936	1.074
1937	0.848
1938	0.981
1939	0.884
1940	1.042
1941	0.993
1942	1.066
1943	1.021
1944	1.052
1945	0.961
1946	1.042
1947	1.078
1948	1.031
1949	0.932
1950	1.039
1951	1.08
1952	0.944
1953	1.094
1954	1.056
1955	0.976
1956	1.012
1957	1.022
1958	1.026
1959	0.934
1960	1.022
1961	1.025
1962	1.054
1963	1.008
1964	0.979
1965	0.957
1966	1.011
1967	1.007
1968	1.061
1969	0.979
1970	0.937
1971	1.023
1972	0.978
1973	0.941
1974	1.007
1975	0.922
1976	1.04
1977	0.999
1978	1.024
1979	1.077
1980	1.012
1981	1.0
1982	1.059
1983	1.016
