# PAGES2kv2_NAm-cana062LMR416 - from PAGES Phase 2 v1.9.0
#-----------------------------------------------------------------------
#		World Data Center for Paleoclimatology, Boulder
#				and
#		NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data.
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed.
#
#
# Online_Resource:
#
# Original_Source_URL:
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Tree Rings
#--------------------
# Contribution_Date
#	Date: 2016-05-04
#--------------------
# Title
#	Study_Name: PAGES2kv2_NAm-cana062LMR416 - from PAGES Phase 2 v1.9.0
#--------------------
# Investigators
#	Investigators: Schweingruber, F.H.
#--------------------
# Description_and_Notes
#	Description: Data from PAGES second data collation effort.
#--------------------
# Publication
#	Authors: Schweingruber, F.H.
#	Published_Date_or_Year: 
#	Published_Title: 
#	Journal_Name: 
#	Volume: 
#	Edition:
#	Issue:
#	Pages: 
#	DOI: 
#	Online_Resource:
#	Full_Citation:
#	Abstract:
#--------------------
# Funding_Agency
#	
#	Grant:
#--------------------
# Site_Information
#	Site_Name: Lac Romanel (Feucht) 
#	Location: 
#	Country: 
#	Northernmost_Latitude: 56.2
#	Southernmost_Latitude: 56.2
#	Easternmost_Longitude: -67.7
#	Westernmost_Longitude: -67.7
#	Elevation: 
#--------------------
# Data_Collection
#	Collection_Name: PAGES2kv2_NAm-cana062LMR416
#	Earliest_Year: 1659
#	Most_Recent_Year: 1988
#	Time_Unit: y_ad
#	Core_Length:
#	Notes: {"database":{"database1":"LMR","database2":"PAGES2"}}{"climateInterpretation":{"basis":"", "climateVariable":"T", "climateVariableDetail":"air", "interpDirection":"positive", "seasonality":"[6, 7, 8]"}}
#--------------------
# Species
#	Species_Name: 
#	Species_Code: 
#--------------------
# Chronology:
#
#
#
#--------------------
# Variables
#
# Data variables follow that are preceded by ## in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data)
#
##age	age, , ,years AD, , , , ,N
##MXD	maximum latewood density, , , , "[6, 7, 8]", Tree Rings, , ,N
#
#--------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: nan
#
age	MXD
1659	1.052
1660	1.005
1661	0.987
1662	1.017
1663	0.969
1664	0.96
1665	0.922
1666	0.981
1667	0.963
1668	0.924
1669	0.974
1670	0.936
1671	0.976
1672	0.977
1673	1.017
1674	0.969
1675	1.009
1676	1.02
1677	1.081
1678	1.032
1679	1.013
1680	0.945
1681	0.995
1682	1.036
1683	1.057
1684	1.098
1685	1.029
1686	1.06
1687	1.051
1688	0.918
1689	1.017
1690	0.999
1691	1.06
1692	0.975
1693	1.014
1694	1.015
1695	0.992
1696	1.025
1697	0.913
1698	0.993
1699	0.993
1700	0.834
1701	1.028
1702	0.937
1703	0.996
1704	1.039
1705	0.999
1706	1.097
1707	0.965
1708	0.884
1709	0.89
1710	0.963
1711	0.846
1712	1.014
1713	0.98
1714	0.857
1715	1.014
1716	0.825
1717	1.046
1718	0.869
1719	0.972
1720	1.013
1721	0.983
1722	1.028
1723	0.854
1724	0.939
1725	1.061
1726	1.002
1727	1.002
1728	1.055
1729	1.071
1730	0.936
1731	0.978
1732	0.96
1733	1.042
1734	1.095
1735	1.053
1736	1.086
1737	1.059
1738	1.108
1739	0.927
1740	0.854
1741	1.034
1742	1.049
1743	0.981
1744	1.039
1745	1.005
1746	0.943
1747	0.997
1748	0.851
1749	1.028
1750	0.927
1751	1.11
1752	0.969
1753	0.922
1754	1.033
1755	0.945
1756	1.046
1757	0.922
1758	0.996
1759	0.929
1760	0.846
1761	0.96
1762	0.926
1763	1.041
1764	0.928
1765	0.955
1766	1.079
1767	0.911
1768	0.931
1769	0.998
1770	0.796
1771	0.897
1772	0.982
1773	0.957
1774	1.014
1775	0.914
1776	1.02
1777	0.967
1778	1.058
1779	0.904
1780	1.026
1781	1.096
1782	1.061
1783	0.871
1784	0.93
1785	1.063
1786	0.999
1787	1.041
1788	0.973
1789	1.031
1790	0.95
1791	0.993
1792	0.928
1793	1.051
1794	1.04
1795	1.028
1796	1.015
1797	1.082
1798	1.014
1799	0.998
1800	0.814
1801	1.03
1802	1.104
1803	0.96
1804	1.038
1805	1.094
1806	1.033
1807	1.096
1808	1.098
1809	1.075
1810	1.005
1811	0.998
1812	1.102
1813	1.014
1814	0.903
1815	1.124
1816	0.668
1817	0.719
1818	1.166
1819	0.887
1820	1.101
1821	0.984
1822	0.925
1823	1.094
1824	0.991
1825	1.097
