# PAGES2kv2_NAm-cana170LMR434 - from PAGES Phase 2 v1.9.0
#-----------------------------------------------------------------------
#		World Data Center for Paleoclimatology, Boulder
#				and
#		NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data.
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed.
#
#
# Online_Resource:
#
# Original_Source_URL:
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Tree Rings
#--------------------
# Contribution_Date
#	Date: 2016-05-04
#--------------------
# Title
#	Study_Name: PAGES2kv2_NAm-cana170LMR434 - from PAGES Phase 2 v1.9.0
#--------------------
# Investigators
#	Investigators: Schweingruber, F.H.
#--------------------
# Description_and_Notes
#	Description: Data from PAGES second data collation effort.
#--------------------
# Publication
#	Authors: Schweingruber, F.H.
#	Published_Date_or_Year: 
#	Published_Title: 
#	Journal_Name: 
#	Volume: 
#	Edition:
#	Issue:
#	Pages: 
#	DOI: 
#	Online_Resource:
#	Full_Citation:
#	Abstract:
#--------------------
# Funding_Agency
#	
#	Grant:
#--------------------
# Site_Information
#	Site_Name: Athabasca, historisch 
#	Location: 
#	Country: 
#	Northernmost_Latitude: 51.4
#	Southernmost_Latitude: 51.4
#	Easternmost_Longitude: -117.3
#	Westernmost_Longitude: -117.3
#	Elevation: 
#--------------------
# Data_Collection
#	Collection_Name: PAGES2kv2_NAm-cana170LMR434
#	Earliest_Year: 1072
#	Most_Recent_Year: 1991
#	Time_Unit: y_ad
#	Core_Length:
#	Notes: {"database":{"database1":"LMR","database2":"PAGES2"}}{"climateInterpretation":{"basis":"", "climateVariable":"T", "climateVariableDetail":"air", "interpDirection":"positive", "seasonality":"[6, 7, 8]"}}
#--------------------
# Species
#	Species_Name: 
#	Species_Code: 
#--------------------
# Chronology:
#
#
#
#--------------------
# Variables
#
# Data variables follow that are preceded by ## in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data)
#
##age	age, , ,years AD, , , , ,N
##MXD	maximum latewood density, , , , "[6, 7, 8]", Tree Rings, , ,N
#
#--------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: nan
#
age	MXD
1072	0.968
1073	1.058
1074	1.093
1075	0.996
1076	1.058
1077	0.996
1078	0.933
1079	0.954
1080	0.989
1081	1.003
1082	1.094
1083	1.067
1084	1.036
1085	1.038
1086	0.952
1087	0.949
1088	0.965
1089	0.975
1090	0.942
1091	0.966
1092	0.962
1093	0.965
1094	0.984
1095	0.96
1096	1.02
1097	1.034
1098	1.052
1099	0.973
1100	1.021
1101	0.947
1102	1.036
1103	1.058
1104	1.032
1105	1.032
1106	1.113
1107	1.074
1108	0.973
1109	1.051
1110	1.005
1111	0.946
1112	0.984
1113	0.971
1114	0.935
1115	0.909
1116	0.947
1117	0.955
1118	0.942
1119	0.993
1120	0.974
1121	0.972
1122	1.018
1123	0.966
1124	0.977
1125	0.984
1126	0.967
1127	1.0
1128	0.968
1129	0.991
1130	1.012
1131	0.96
1132	0.925
1133	1.074
1134	0.975
1135	0.994
1136	1.012
1137	1.039
1138	0.994
1139	1.019
1140	1.007
1141	0.996
1142	1.018
1143	1.032
1144	1.022
1145	0.992
1146	0.976
1147	0.946
1148	0.983
1149	0.97
1150	0.991
1151	1.018
1152	1.008
1153	1.018
1154	1.048
1155	1.052
1156	1.017
1157	0.929
1158	1.038
1159	1.026
1160	0.955
1161	1.004
1162	1.018
1163	1.016
1164	0.971
1165	1.007
1166	0.996
1167	1.018
1168	1.025
1169	1.084
1170	1.034
1171	1.059
1172	0.911
1173	1.021
1174	0.973
1175	0.988
1176	0.993
1177	0.962
1178	1.043
1179	0.999
1180	0.991
1181	1.05
1182	0.96
1183	1.025
1184	0.994
1185	1.045
1186	1.041
1187	1.056
1188	0.92
1189	1.024
1190	1.071
1191	1.065
1192	1.014
1193	0.99
1194	0.982
1195	0.996
1196	0.991
1197	0.976
1198	0.945
1199	0.995
1200	0.958
1201	0.922
1202	1.029
1203	0.989
1204	1.019
1205	0.973
1206	0.948
1207	0.939
1208	0.982
1209	1.032
1210	0.981
1211	1.094
1212	0.875
1213	1.044
1214	0.916
1215	1.05
1216	0.927
1217	0.856
1218	0.977
1219	0.928
1220	1.002
1221	1.012
1222	0.887
1223	0.843
1224	1.023
1225	0.961
1226	0.972
1227	0.999
1228	1.039
1229	0.987
1230	0.877
1231	0.978
1232	0.997
1233	0.872
1234	0.968
1235	0.992
1236	0.959
1237	0.97
1238	0.958
1239	0.955
1240	0.998
1241	1.059
1242	1.004
1243	1.009
1244	0.999
1245	1.026
1246	1.091
1247	0.977
1248	1.004
1249	0.96
1250	0.949
1251	1.037
1252	1.061
1253	1.055
1254	0.978
1255	1.075
1256	1.027
1257	0.963
1258	0.829
1259	1.054
1260	0.979
1261	1.007
1262	1.015
1263	0.962
1264	0.986
1265	1.008
1266	1.109
1267	1.044
1268	1.024
1269	1.019
1270	1.05
1271	1.124
1272	0.898
1273	1.018
1274	1.138
1275	0.945
1276	1.039
1277	1.061
1278	0.951
1279	1.046
1280	0.984
1281	1.06
1282	0.988
1283	1.065
1284	0.959
1285	0.996
1286	0.94
1287	0.952
1288	0.915
1289	0.926
1290	0.959
1291	0.909
1292	0.992
1293	1.008
1294	0.993
1295	1.034
1296	0.996
1297	0.985
1298	0.902
1299	1.064
1300	0.922
1301	0.979
1302	1.001
1303	0.957
1304	0.977
1305	1.031
1306	0.993
1307	1.023
1308	1.06
1309	1.076
1310	1.043
1311	0.928
1312	1.005
1313	1.027
1314	0.991
1315	1.034
1316	0.986
1317	0.988
1318	0.863
1319	0.953
1320	1.034
1321	0.882
1322	0.955
1323	0.982
1324	0.99
1325	0.939
1326	0.961
1327	1.001
1328	1.006
1329	1.023
1330	0.894
1331	1.035
1332	0.948
1333	0.94
1334	1.02
1335	0.86
1336	0.976
1337	1.009
1338	1.011
1339	0.945
1340	1.104
1341	0.963
1342	0.831
1343	0.968
1344	1.014
1345	0.877
1346	1.006
1347	0.992
1348	0.997
1349	0.966
1350	1.004
1351	1.007
1352	1.026
1353	1.012
1354	1.118
1355	0.923
1356	0.983
1357	0.915
1358	0.934
1359	0.964
1360	0.998
