# PAGES2kv2_NAm-cana111LMR425 - from PAGES Phase 2 v1.9.0
#-----------------------------------------------------------------------
#		World Data Center for Paleoclimatology, Boulder
#				and
#		NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data.
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed.
#
#
# Online_Resource:
#
# Original_Source_URL:
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Tree Rings
#--------------------
# Contribution_Date
#	Date: 2016-05-04
#--------------------
# Title
#	Study_Name: PAGES2kv2_NAm-cana111LMR425 - from PAGES Phase 2 v1.9.0
#--------------------
# Investigators
#	Investigators: Briffa, K.; Schweingruber, F.H. 
#--------------------
# Description_and_Notes
#	Description: Data from PAGES second data collation effort.
#--------------------
# Publication
#	Authors: Briffa, K.; Schweingruber, F.H. 
#	Published_Date_or_Year: 
#	Published_Title: 
#	Journal_Name: 
#	Volume: 
#	Edition:
#	Issue:
#	Pages: 
#	DOI: 
#	Online_Resource:
#	Full_Citation:
#	Abstract:
#--------------------
# Funding_Agency
#	
#	Grant:
#--------------------
# Site_Information
#	Site_Name: Vancouver Cyprus Provincial Park 
#	Location: 
#	Country: 
#	Northernmost_Latitude: 49.4
#	Southernmost_Latitude: 49.4
#	Easternmost_Longitude: -123.1
#	Westernmost_Longitude: -123.1
#	Elevation: 
#--------------------
# Data_Collection
#	Collection_Name: PAGES2kv2_NAm-cana111LMR425
#	Earliest_Year: 1413
#	Most_Recent_Year: 1983
#	Time_Unit: y_ad
#	Core_Length:
#	Notes: {"database":{"database1":"LMR","database2":"PAGES2"}}{"climateInterpretation":{"basis":"", "climateVariable":"T", "climateVariableDetail":"air", "interpDirection":"positive", "seasonality":"[6, 7, 8]"}}
#--------------------
# Species
#	Species_Name: 
#	Species_Code: 
#--------------------
# Chronology:
#
#
#
#--------------------
# Variables
#
# Data variables follow that are preceded by ## in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data)
#
##age	age, , ,years AD, , , , ,N
##MXD	maximum latewood density, , , , "[6, 7, 8]", Tree Rings, , ,N
#
#--------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: nan
#
age	MXD
1413	1.034
1414	1.055
1415	1.021
1416	1.021
1417	0.966
1418	1.015
1419	0.96
1420	0.994
1421	1.077
1422	0.981
1423	1.05
1424	1.05
1425	1.016
1426	1.078
1427	1.044
1428	1.009
1429	1.023
1430	1.01
1431	1.031
1432	1.003
1433	1.024
1434	1.086
1435	0.997
1436	1.004
1437	0.99
1438	0.977
1439	1.025
1440	0.991
1441	0.97
1442	0.957
1443	0.971
1444	0.957
1445	0.929
1446	1.013
1447	0.992
1448	0.985
1449	0.958
1450	0.965
1451	0.958
1452	0.958
1453	0.979
1454	0.951
1455	0.945
1456	0.959
1457	0.924
1458	0.91
1459	0.938
1460	0.966
1461	0.96
1462	0.995
1463	1.009
1464	1.03
1465	1.03
1466	0.967
1467	1.002
1468	0.996
1469	0.989
1470	1.01
1471	1.017
1472	0.975
1473	1.031
1474	1.031
1475	0.976
1476	0.983
1477	0.983
1478	0.997
1479	0.983
1480	1.005
1481	0.949
1482	0.977
1483	0.956
1484	0.949
1485	0.963
1486	0.95
1487	0.943
1488	0.936
1489	0.978
1490	1.041
1491	1.02
1492	0.943
1493	0.965
1494	0.986
1495	0.93
1496	0.916
1497	0.888
1498	0.951
1499	0.867
1500	0.917
1501	0.938
1502	1.015
1503	0.973
1504	0.98
1505	0.967
1506	0.974
1507	0.939
1508	0.995
1509	1.01
1510	1.024
1511	0.975
1512	0.989
1513	0.954
1514	1.01
1515	1.003
1516	0.982
1517	0.968
1518	0.912
1519	0.891
1520	0.976
1521	0.955
1522	0.998
1523	0.984
1524	0.998
1525	0.984
1526	0.963
1527	0.97
1528	1.006
1529	0.976
1530	0.996
1531	1.039
1532	0.997
1533	0.999
1534	1.043
1535	0.985
1536	0.962
1537	0.971
1538	0.983
1539	1.064
1540	1.017
1541	1.035
1542	0.996
1543	1.019
1544	1.04
1545	1.075
1546	0.947
1547	1.009
1548	0.997
1549	0.992
1550	1.005
1551	1.036
1552	1.025
1553	0.973
1554	1.004
1555	0.998
1556	1.004
1557	1.035
1558	1.028
1559	0.986
1560	0.978
1561	0.977
1562	0.984
1563	0.999
1564	1.022
1565	1.003
1566	0.962
1567	1.013
1568	1.023
1569	0.914
1570	0.937
1571	0.934
1572	0.955
1573	0.959
1574	0.968
1575	0.976
1576	0.995
1577	0.959
1578	0.949
1579	0.945
1580	1.037
1581	0.967
1582	1.021
1583	1.043
1584	0.971
1585	0.976
1586	0.967
1587	0.885
1588	0.975
1589	0.845
1590	0.983
1591	0.984
1592	0.965
1593	1.032
1594	0.975
1595	1.018
1596	0.999
1597	0.98
1598	0.99
1599	1.013
1600	1.015
1601	0.914
1602	0.99
1603	0.99
1604	0.982
1605	0.971
1606	0.935
1607	0.972
1608	0.997
1609	1.027
1610	1.013
1611	1.01
1612	0.967
1613	0.982
1614	0.968
1615	0.979
1616	1.008
1617	0.971
1618	0.98
1619	0.978
1620	0.997
1621	0.994
1622	1.022
1623	1.022
1624	1.033
1625	0.972
1626	0.963
1627	0.973
1628	0.986
1629	1.023
1630	0.992
1631	0.967
1632	0.99
1633	1.055
1634	0.985
1635	1.018
1636	0.922
1637	0.936
1638	1.006
1639	0.936
1640	0.976
1641	0.889
1642	1.001
1643	0.959
1644	1.015
1645	1.031
1646	1.028
1647	0.962
1648	1.011
1649	0.994
1650	0.981
1651	1.044
1652	1.085
1653	1.051
1654	1.04
1655	0.957
1656	1.091
1657	1.017
1658	1.054
1659	1.033
1660	1.049
1661	1.041
1662	1.046
1663	1.011
1664	0.981
1665	1.02
1666	1.054
1667	1.032
1668	0.934
1669	0.971
1670	0.945
1671	0.99
1672	0.984
1673	1.026
1674	0.997
1675	1.006
1676	0.992
1677	0.998
1678	0.917
1679	1.013
1680	1.021
1681	1.041
1682	1.027
1683	1.034
1684	1.047
1685	1.067
1686	0.999
1687	1.068
1688	1.043
1689	1.047
1690	0.96
1691	1.007
1692	0.996
1693	0.995
1694	1.029
1695	1.031
1696	0.813
1697	0.928
1698	1.007
1699	0.916
1700	0.986
1701	0.952
1702	0.986
1703	0.949
1704	1.041
1705	1.042
1706	1.024
1707	0.981
1708	1.038
1709	0.995
1710	1.013
1711	1.013
1712	0.989
1713	0.98
1714	1.099
1715	0.986
1716	1.079
1717	1.027
1718	1.05
1719	1.027
1720	1.042
1721	1.024
1722	1.003
1723	1.064
1724	0.987
1725	1.003
1726	0.953
1727	1.017
1728	1.015
1729	0.987
1730	0.985
1731	0.978
1732	0.98
1733	0.974
1734	0.974
1735	0.988
1736	1.049
1737	0.963
1738	0.926
1739	0.996
1740	1.005
1741	1.036
1742	0.905
1743	1.037
1744	0.989
1745	0.977
1746	0.982
1747	0.998
1748	1.032
1749	0.994
1750	1.087
1751	1.071
1752	1.013
1753	1.034
1754	1.006
1755	0.987
1756	0.982
1757	1.04
1758	1.065
1759	1.079
1760	1.063
1761	1.061
1762	1.036
1763	1.037
1764	1.048
1765	1.063
1766	1.002
1767	0.978
1768	0.964
1769	1.021
1770	0.98
1771	1.025
1772	1.035
1773	1.087
1774	1.048
1775	1.075
1776	1.14
1777	1.048
1778	0.996
1779	1.05
1780	1.074
1781	1.01
1782	1.039
1783	0.982
1784	1.002
1785	0.966
1786	1.019
1787	0.985
1788	0.996
1789	1.012
1790	0.954
1791	0.987
1792	0.99
1793	0.982
1794	0.997
1795	1.009
1796	1.046
1797	0.976
1798	1.063
1799	1.026
1800	1.006
1801	0.872
1802	1.018
1803	0.962
1804	1.007
1805	1.068
1806	0.912
1807	1.003
1808	0.989
1809	0.925
1810	0.885
1811	0.954
1812	1.015
1813	0.911
1814	0.973
1815	0.981
1816	1.005
1817	1.006
1818	0.973
1819	0.881
1820	0.913
1821	0.931
1822	1.009
1823	0.982
1824	0.929
1825	0.999
1826	0.989
1827	1.03
1828	1.057
1829	1.064
1830	0.971
1831	0.987
1832	1.029
1833	1.023
1834	1.071
1835	1.001
1836	0.992
1837	0.929
1838	0.914
1839	0.93
1840	0.95
1841	0.981
1842	0.907
1843	0.959
1844	0.858
1845	0.836
1846	0.943
1847	1.006
1848	1.002
1849	1.013
1850	1.021
1851	1.044
1852	0.996
1853	1.048
1854	1.016
1855	1.013
1856	1.003
1857	1.027
1858	1.024
1859	0.998
1860	1.035
1861	0.953
1862	0.959
1863	0.928
1864	1.005
1865	0.86
1866	0.955
1867	0.956
1868	1.037
1869	1.045
1870	0.957
1871	0.962
1872	1.056
1873	0.998
1874	0.98
1875	1.03
1876	0.888
1877	0.897
1878	0.954
1879	0.954
1880	0.9
1881	0.863
1882	0.924
1883	1.027
1884	0.965
1885	0.973
1886	0.907
1887	0.987
1888	0.971
1889	0.997
1890	0.946
