# PAGES2kv2_NAm-cana430LMR460 - from PAGES Phase 2 v1.9.0
#-----------------------------------------------------------------------
#		World Data Center for Paleoclimatology, Boulder
#				and
#		NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data.
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed.
#
#
# Online_Resource:
#
# Original_Source_URL:
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Tree Rings
#--------------------
# Contribution_Date
#	Date: 2016-05-04
#--------------------
# Title
#	Study_Name: PAGES2kv2_NAm-cana430LMR460 - from PAGES Phase 2 v1.9.0
#--------------------
# Investigators
#	Investigators: Luckman, B.; Wilson, R.J.S.; St. George, S. 
#--------------------
# Description_and_Notes
#	Description: Data from PAGES second data collation effort.
#--------------------
# Publication
#	Authors: Luckman, B.; Wilson, R.J.S.; St. George, S. 
#	Published_Date_or_Year: 
#	Published_Title: 
#	Journal_Name: 
#	Volume: 
#	Edition:
#	Issue:
#	Pages: 
#	DOI: 
#	Online_Resource:
#	Full_Citation:
#	Abstract:
#--------------------
# Funding_Agency
#	
#	Grant:
#--------------------
# Site_Information
#	Site_Name: Athabasca Glacier 2 
#	Location: 
#	Country: 
#	Northernmost_Latitude: 52.2
#	Southernmost_Latitude: 52.2
#	Easternmost_Longitude: -117.2
#	Westernmost_Longitude: -117.2
#	Elevation: 
#--------------------
# Data_Collection
#	Collection_Name: PAGES2kv2_NAm-cana430LMR460
#	Earliest_Year: 1665
#	Most_Recent_Year: 1994
#	Time_Unit: y_ad
#	Core_Length:
#	Notes: {"database":{"database1":"LMR","database2":"PAGES2"}}{"climateInterpretation":{"basis":"", "climateVariable":"T", "climateVariableDetail":"air", "interpDirection":"positive", "seasonality":"[6, 7, 8]"}}
#--------------------
# Species
#	Species_Name: 
#	Species_Code: 
#--------------------
# Chronology:
#
#
#
#--------------------
# Variables
#
# Data variables follow that are preceded by ## in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data)
#
##age	age, , ,years AD, , , , ,N
##MXD	maximum latewood density, , , , "[6, 7, 8]", Tree Rings, , ,N
#
#--------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: nan
#
age	MXD
1665	1.052
1666	1.091
1667	1.023
1668	1.032
1669	1.042
1670	1.003
1671	1.033
1672	1.052
1673	1.013
1674	0.857
1675	0.974
1676	1.004
1677	0.876
1678	1.004
1679	1.092
1680	1.004
1681	1.053
1682	1.024
1683	1.004
1684	1.063
1685	0.965
1686	0.995
1687	1.034
1688	0.936
1689	0.966
1690	0.926
1691	0.985
1692	0.976
1693	0.995
1694	1.015
1695	1.005
1696	0.937
1697	0.976
1698	0.976
1699	0.976
1700	0.884
1701	0.786
1702	0.909
1703	0.996
1704	0.968
1705	1.05
1706	1.037
1707	0.966
1708	0.955
1709	0.872
1710	1.04
1711	0.918
1712	1.055
1713	0.975
1714	1.044
1715	0.899
1716	0.973
1717	0.942
1718	1.014
1719	1.028
1720	1.021
1721	0.978
1722	1.043
1723	1.074
1724	1.089
1725	1.014
1726	1.044
1727	0.991
1728	0.98
1729	0.947
1730	1.001
1731	0.936
1732	0.958
1733	0.987
1734	1.056
1735	0.991
1736	1.033
1737	0.972
1738	0.873
1739	0.997
1740	0.988
1741	1.022
1742	0.958
1743	0.985
1744	0.94
1745	1.064
1746	0.98
1747	1.031
1748	1.067
1749	0.957
1750	1.064
1751	1.052
1752	0.962
1753	1.054
1754	1.063
1755	1.041
1756	0.991
1757	0.995
1758	0.99
1759	0.939
1760	0.965
1761	0.934
1762	0.972
1763	1.011
1764	0.929
1765	0.975
1766	1.028
1767	1.043
1768	1.099
1769	1.003
1770	1.044
1771	0.96
1772	1.02
1773	1.119
1774	0.997
1775	1.031
1776	1.099
1777	0.966
1778	1.008
1779	1.03
1780	1.041
1781	0.958
1782	0.965
1783	0.988
1784	0.973
1785	0.907
1786	0.973
1787	0.911
1788	0.963
1789	0.998
1790	1.001
1791	1.057
1792	1.078
1793	0.996
1794	1.056
1795	0.965
1796	1.057
1797	0.941
1798	1.046
1799	1.029
1800	1.041
1801	0.873
1802	1.044
1803	1.022
1804	1.016
1805	1.089
1806	0.869
1807	1.02
1808	1.048
1809	1.01
1810	0.938
1811	0.85
1812	1.026
1813	0.836
1814	1.008
1815	0.937
1816	1.028
1817	1.04
1818	0.87
1819	1.002
1820	1.027
1821	0.942
1822	0.962
1823	1.013
1824	0.959
1825	0.974
1826	0.935
1827	0.907
1828	1.029
1829	0.969
1830	0.957
1831	0.98
1832	0.961
1833	0.864
1834	1.051
1835	0.885
